time_wall,time_perf,arrival_perf,rel_time,trigger_can_id,vehicle_speed,vehicle_speed_age_ms,gear,gear_age_ms,gas_pedal,gas_pedal_age_ms,brake_active,brake_active_age_ms,steer_angle,steer_angle_age_ms,wheel_speed_fl,wheel_speed_fl_age_ms,wheel_speed_fr,wheel_speed_fr_age_ms,wheel_speed_rl,wheel_speed_rl_age_ms,wheel_speed_rr,wheel_speed_rr_age_ms
1778594531.840753,1867095.532461,1867095.531932,0.345146,0x39,,,,,,,,,,,,,,,,,,
1778594531.840812,1867095.532520,1867095.531955,0.345204,0x156,,,,,,,,,3.6,0.000,,,,,,,,
1778594531.840902,1867095.532610,1867095.531961,0.345294,0x130,,,,,0,0.000,,,3.6,0.090,,,,,,,,
1778594531.840961,1867095.532669,1867095.531963,0.345353,0x158,,,,,0,0.059,,,3.6,0.148,,,,,,,,
1778594531.841021,1867095.532729,1867095.531965,0.345414,0x17C,,,,,0,0.119,1,0.000,3.6,0.209,,,,,,,,
1778594531.841094,1867095.532802,1867095.531967,0.345486,0x191,,,2,0.000,0,0.192,1,0.073,3.6,0.282,,,,,,,,
1778594531.841172,1867095.532880,1867095.531968,0.345564,0x1DC,,,2,0.078,0,0.270,1,0.150,3.6,0.360,,,,,,,,
1778594531.841196,1867095.532904,1867095.531970,0.345588,0x1ED,,,2,0.102,0,0.294,1,0.175,3.6,0.384,,,,,,,,
1778594531.841218,1867095.532926,1867095.531971,0.345610,0x1AB,,,2,0.124,0,0.316,1,0.197,3.6,0.406,,,,,,,,
1778594531.841272,1867095.532981,1867095.531973,0.345665,0x91,,,2,0.179,0,0.370,1,0.251,3.6,0.460,,,,,,,,
1778594531.841316,1867095.533024,1867095.531974,0.345708,0x1A4,,,2,0.222,0,0.414,1,0.294,3.6,0.503,,,,,,,,
1778594531.841378,1867095.533086,1867095.531976,0.345770,0x45B,,,2,0.284,0,0.476,1,0.357,3.6,0.566,,,,,,,,
1778594531.841402,1867095.533110,1867095.531977,0.345795,0x1B0,,,2,0.308,0,0.500,1,0.381,3.6,0.590,,,,,,,,
1778594531.841448,1867095.533156,1867095.531979,0.345840,0x1FB,,,2,0.354,0,0.546,1,0.427,3.6,0.636,,,,,,,,
1778594531.841471,1867095.533179,1867095.531980,0.345863,0x1D0,,,2,0.377,0,0.569,1,0.450,3.6,0.659,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594531.841522,1867095.533230,1867095.531982,0.345914,0x1EA,,,2,0.428,0,0.620,1,0.500,3.6,0.710,0.0,0.050,0.0,0.050,0.0,0.050,0.0,0.050
1778594531.841588,1867095.533296,1867095.531983,0.345981,0x1AC,,,2,0.494,0,0.686,1,0.567,3.6,0.776,0.0,0.117,0.0,0.117,0.0,0.117,0.0,0.117
1778594531.841616,1867095.533324,1867095.531984,0.346008,0x255,,,2,0.522,0,0.714,1,0.595,3.6,0.804,0.0,0.145,0.0,0.145,0.0,0.145,0.0,0.145
1778594531.841723,1867095.533432,1867095.531993,0.346116,0x1A6,,,2,0.630,0,0.822,1,0.702,3.6,0.911,0.0,0.252,0.0,0.252,0.0,0.252,0.0,0.252
1778594531.841929,1867095.533637,1867095.532024,0.346321,0x221,,,2,0.835,0,1.027,1,0.907,3.6,1.117,0.0,0.458,0.0,0.458,0.0,0.458,0.0,0.458
1778594531.841955,1867095.533663,1867095.532025,0.346347,0x294,,,2,0.861,0,1.053,1,0.934,3.6,1.143,0.0,0.484,0.0,0.484,0.0,0.484,0.0,0.484
1778594531.841980,1867095.533688,1867095.532027,0.346372,0x295,,,2,0.886,0,1.078,1,0.959,3.6,1.168,0.0,0.509,0.0,0.509,0.0,0.509,0.0,0.509
1778594531.842148,1867095.533856,1867095.532050,0.346540,0x305,,,2,1.054,0,1.246,1,1.126,3.6,1.336,0.0,0.677,0.0,0.677,0.0,0.677,0.0,0.677
1778594531.842327,1867095.534035,1867095.532072,0.346719,0x320,,,2,1.233,0,1.425,1,1.305,3.6,1.515,0.0,0.855,0.0,0.855,0.0,0.855,0.0,0.855
1778594531.842363,1867095.534071,1867095.532073,0.346755,0x324,,,2,1.269,0,1.461,1,1.341,3.6,1.551,0.0,0.892,0.0,0.892,0.0,0.892,0.0,0.892
1778594531.842422,1867095.534130,1867095.532075,0.346814,0x328,,,2,1.328,0,1.520,1,1.401,3.6,1.610,0.0,0.951,0.0,0.951,0.0,0.951,0.0,0.951
1778594531.842583,1867095.534291,1867095.532096,0.346975,0x309,0.0,0.000,2,1.489,0,1.681,1,1.562,3.6,1.771,0.0,1.112,0.0,1.112,0.0,1.112,0.0,1.112
1778594531.842644,1867095.534352,1867095.532097,0.347037,0x372,0.0,0.061,2,1.551,0,1.742,1,1.623,3.6,1.832,0.0,1.173,0.0,1.173,0.0,1.173,0.0,1.173
1778594531.842670,1867095.534378,1867095.532099,0.347063,0x374,0.0,0.087,2,1.577,0,1.768,1,1.649,3.6,1.858,0.0,1.199,0.0,1.199,0.0,1.199,0.0,1.199
1778594531.842733,1867095.534441,1867095.532100,0.347126,0x37B,0.0,0.150,2,1.639,0,1.831,1,1.712,3.6,1.921,0.0,1.262,0.0,1.262,0.0,1.262,0.0,1.262
1778594531.842783,1867095.534492,1867095.532102,0.347176,0x396,0.0,0.201,2,1.690,0,1.882,1,1.762,3.6,1.971,0.0,1.312,0.0,1.312,0.0,1.312,0.0,1.312
1778594531.843422,1867095.535130,1867095.532198,0.347814,0x406,0.0,0.839,2,2.328,0,2.520,1,2.400,3.6,2.610,0.0,1.951,0.0,1.951,0.0,1.951,0.0,1.951
1778594531.843826,1867095.535534,1867095.532263,0.348218,0x3D7,0.0,1.243,2,2.732,0,2.924,1,2.805,3.6,3.014,0.0,2.355,0.0,2.355,0.0,2.355,0.0,2.355
1778594531.843861,1867095.535569,1867095.532265,0.348254,0x551,0.0,1.278,2,2.768,0,2.959,1,2.840,3.6,3.049,0.0,2.390,0.0,2.390,0.0,2.390,0.0,2.390
1778594531.941384,1867095.633093,1867095.632949,0.445777,0x1D0,0.0,98.802,2,100.291,0,100.482,1,100.363,3.6,100.572,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594531.941476,1867095.633184,1867095.632962,0.445868,0x1EA,0.0,98.893,2,100.382,0,100.574,1,100.455,3.6,100.664,0.0,0.092,0.0,0.092,0.0,0.092,0.0,0.092
1778594531.941527,1867095.633235,1867095.632964,0.445919,0x1AC,0.0,98.944,2,100.433,0,100.625,1,100.506,3.6,100.715,0.0,0.143,0.0,0.143,0.0,0.143,0.0,0.143
1778594531.941556,1867095.633264,1867095.632966,0.445948,0x255,0.0,98.973,2,100.462,0,100.654,1,100.534,3.6,100.744,0.0,0.171,0.0,0.171,0.0,0.171,0.0,0.171
1778594531.941633,1867095.633341,1867095.632968,0.446026,0x156,0.0,99.050,2,100.539,0,100.731,1,100.612,3.6,0.000,0.0,0.249,0.0,0.249,0.0,0.249,0.0,0.249
1778594531.941682,1867095.633390,1867095.632969,0.446074,0x130,0.0,99.099,2,100.588,0,0.000,1,100.661,3.6,0.049,0.0,0.297,0.0,0.297,0.0,0.297,0.0,0.297
1778594531.941733,1867095.633441,1867095.632971,0.446125,0x158,0.0,99.150,2,100.639,0,0.051,1,100.712,3.6,0.100,0.0,0.348,0.0,0.348,0.0,0.348,0.0,0.348
1778594531.941787,1867095.633495,1867095.632972,0.446179,0x17C,0.0,99.204,2,100.693,0,0.105,1,0.000,3.6,0.154,0.0,0.402,0.0,0.402,0.0,0.402,0.0,0.402
1778594531.941857,1867095.633565,1867095.632974,0.446249,0x191,0.0,99.274,2,0.000,0,0.175,1,0.070,3.6,0.223,0.0,0.472,0.0,0.472,0.0,0.472,0.0,0.472
1778594531.941931,1867095.633639,1867095.632975,0.446324,0x1A6,0.0,99.348,2,0.075,0,0.249,1,0.144,3.6,0.298,0.0,0.547,0.0,0.547,0.0,0.547,0.0,0.547
1778594531.941958,1867095.633666,1867095.632977,0.446351,0x309,0.0,0.000,2,0.102,0,0.276,1,0.171,3.6,0.325,0.0,0.574,0.0,0.574,0.0,0.574,0.0,0.574
1778594531.942014,1867095.633722,1867095.632978,0.446406,0x372,0.0,0.056,2,0.158,0,0.332,1,0.227,3.6,0.381,0.0,0.630,0.0,0.630,0.0,0.630,0.0,0.630
1778594531.942039,1867095.633747,1867095.632980,0.446432,0x374,0.0,0.081,2,0.183,0,0.357,1,0.252,3.6,0.406,0.0,0.655,0.0,0.655,0.0,0.655,0.0,0.655
1778594531.942104,1867095.633812,1867095.632982,0.446496,0x37B,0.0,0.145,2,0.247,0,0.422,1,0.317,3.6,0.470,0.0,0.719,0.0,0.719,0.0,0.719,0.0,0.719
1778594531.942155,1867095.633863,1867095.632983,0.446548,0x396,0.0,0.197,2,0.299,0,0.473,1,0.368,3.6,0.522,0.0,0.771,0.0,0.771,0.0,0.771,0.0,0.771
1778594531.942182,1867095.633890,1867095.632985,0.446574,0x510,0.0,0.224,2,0.325,0,0.500,1,0.395,3.6,0.549,0.0,0.798,0.0,0.798,0.0,0.798,0.0,0.798
1778594531.942210,1867095.633918,1867095.632986,0.446603,0x91,0.0,0.252,2,0.354,0,0.528,1,0.423,3.6,0.577,0.0,0.826,0.0,0.826,0.0,0.826,0.0,0.826
1778594531.942300,1867095.634008,1867095.632994,0.446692,0x1DC,0.0,0.341,2,0.443,0,0.618,1,0.513,3.6,0.666,0.0,0.915,0.0,0.915,0.0,0.915,0.0,0.915
1778594531.942328,1867095.634036,1867095.632996,0.446721,0x1ED,0.0,0.370,2,0.472,0,0.646,1,0.541,3.6,0.695,0.0,0.944,0.0,0.944,0.0,0.944,0.0,0.944
1778594531.942351,1867095.634059,1867095.632997,0.446743,0x1AB,0.0,0.392,2,0.494,0,0.669,1,0.564,3.6,0.717,0.0,0.966,0.0,0.966,0.0,0.966,0.0,0.966
1778594531.942405,1867095.634113,1867095.632998,0.446797,0x1FB,0.0,0.446,2,0.548,0,0.723,1,0.618,3.6,0.771,0.0,1.020,0.0,1.020,0.0,1.020,0.0,1.020
1778594531.942440,1867095.634148,1867095.633001,0.446832,0x1A4,0.0,0.482,2,0.584,0,0.758,1,0.653,3.6,0.807,0.0,1.056,0.0,1.056,0.0,1.056,0.0,1.056
1778594531.942498,1867095.634206,1867095.633003,0.446890,0x1B0,0.0,0.540,2,0.642,0,0.816,1,0.711,3.6,0.865,0.0,1.114,0.0,1.114,0.0,1.114,0.0,1.114
1778594531.942623,1867095.634331,1867095.633016,0.447015,0x221,0.0,0.665,2,0.766,0,0.941,1,0.836,3.6,0.990,0.0,1.238,0.0,1.238,0.0,1.238,0.0,1.238
1778594531.942655,1867095.634363,1867095.633017,0.447047,0x294,0.0,0.697,2,0.798,0,0.973,1,0.868,3.6,1.022,0.0,1.270,0.0,1.270,0.0,1.270,0.0,1.270
1778594531.942680,1867095.634388,1867095.633018,0.447072,0x295,0.0,0.722,2,0.823,0,0.998,1,0.893,3.6,1.047,0.0,1.295,0.0,1.295,0.0,1.295,0.0,1.295
1778594531.942713,1867095.634421,1867095.633020,0.447106,0x39,0.0,0.755,2,0.857,0,1.031,1,0.926,3.6,1.080,0.0,1.329,0.0,1.329,0.0,1.329,0.0,1.329
1778594532.121471,1867095.813180,1867095.812930,0.625864,0x1AC,0.0,179.513,2,179.615,0,179.790,1,179.685,3.6,179.838,0.0,180.087,0.0,180.087,0.0,180.087,0.0,180.087
1778594532.121556,1867095.813264,1867095.812944,0.625948,0x255,0.0,179.598,2,179.699,0,179.874,1,179.769,3.6,179.923,0.0,180.171,0.0,180.171,0.0,180.171,0.0,180.171
1778594532.121678,1867095.813387,1867095.812946,0.626071,0x305,0.0,179.720,2,179.822,0,179.997,1,179.892,3.6,180.045,0.0,180.294,0.0,180.294,0.0,180.294,0.0,180.294
1778594532.121791,1867095.813500,1867095.812948,0.626184,0x156,0.0,179.833,2,179.935,0,180.109,1,180.005,3.6,0.000,0.0,180.407,0.0,180.407,0.0,180.407,0.0,180.407
1778594532.121872,1867095.813581,1867095.812962,0.626265,0x130,0.0,179.914,2,180.016,0,0.000,1,180.086,3.6,0.081,0.0,180.488,0.0,180.488,0.0,180.488,0.0,180.488
1778594532.121954,1867095.813662,1867095.812964,0.626347,0x158,0.0,179.996,2,180.098,0,0.082,1,180.167,3.6,0.163,0.0,180.570,0.0,180.570,0.0,180.570,0.0,180.570
1778594532.122027,1867095.813735,1867095.812965,0.626419,0x17C,0.0,180.069,2,180.170,0,0.154,1,0.000,3.6,0.236,0.0,180.642,0.0,180.642,0.0,180.642,0.0,180.642
1778594532.122102,1867095.813810,1867095.812967,0.626494,0x191,0.0,180.143,2,0.000,0,0.229,1,0.075,3.6,0.310,0.0,180.717,0.0,180.717,0.0,180.717,0.0,180.717
1778594532.122197,1867095.813905,1867095.812968,0.626589,0x1A6,0.0,180.239,2,0.095,0,0.324,1,0.170,3.6,0.405,0.0,180.812,0.0,180.812,0.0,180.812,0.0,180.812
1778594532.122225,1867095.813933,1867095.812969,0.626617,0x91,0.0,180.266,2,0.123,0,0.352,1,0.198,3.6,0.433,0.0,180.840,0.0,180.840,0.0,180.840,0.0,180.840
1778594532.122317,1867095.814025,1867095.812979,0.626709,0x1DC,0.0,180.359,2,0.215,0,0.444,1,0.290,3.6,0.525,0.0,180.932,0.0,180.932,0.0,180.932,0.0,180.932
1778594532.122342,1867095.814050,1867095.812980,0.626735,0x1ED,0.0,180.384,2,0.240,0,0.470,1,0.315,3.6,0.551,0.0,180.958,0.0,180.958,0.0,180.958,0.0,180.958
1778594532.122368,1867095.814076,1867095.812982,0.626760,0x320,0.0,180.409,2,0.266,0,0.495,1,0.341,3.6,0.576,0.0,180.983,0.0,180.983,0.0,180.983,0.0,180.983
1778594532.122394,1867095.814102,1867095.812984,0.626786,0x324,0.0,180.435,2,0.292,0,0.521,1,0.367,3.6,0.602,0.0,181.009,0.0,181.009,0.0,181.009,0.0,181.009
1778594532.122453,1867095.814161,1867095.812986,0.626845,0x328,0.0,180.495,2,0.351,0,0.581,1,0.426,3.6,0.662,0.0,181.069,0.0,181.069,0.0,181.069,0.0,181.069
1778594532.122480,1867095.814188,1867095.812988,0.626873,0x1AB,0.0,180.522,2,0.378,0,0.608,1,0.453,3.6,0.689,0.0,181.096,0.0,181.096,0.0,181.096,0.0,181.096
1778594532.122529,1867095.814238,1867095.812989,0.626922,0x1FB,0.0,180.571,2,0.428,0,0.657,1,0.502,3.6,0.738,0.0,181.145,0.0,181.145,0.0,181.145,0.0,181.145
1778594532.122569,1867095.814277,1867095.812993,0.626961,0x1A4,0.0,180.611,2,0.467,0,0.697,1,0.542,3.6,0.778,0.0,181.185,0.0,181.185,0.0,181.185,0.0,181.185
1778594532.122628,1867095.814336,1867095.812994,0.627020,0x1B0,0.0,180.670,2,0.526,0,0.756,1,0.601,3.6,0.837,0.0,181.244,0.0,181.244,0.0,181.244,0.0,181.244
1778594532.122679,1867095.814387,1867095.812995,0.627071,0x1D0,0.0,180.721,2,0.577,0,0.806,1,0.652,3.6,0.887,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594532.122727,1867095.814435,1867095.812997,0.627120,0x1EA,0.0,180.769,2,0.626,0,0.855,1,0.700,3.6,0.936,0.0,0.049,0.0,0.049,0.0,0.049,0.0,0.049
1778594532.122833,1867095.814541,1867095.813008,0.627225,0x221,0.0,180.874,2,0.731,0,0.960,1,0.806,3.6,1.041,0.0,0.154,0.0,0.154,0.0,0.154,0.0,0.154
1778594532.122859,1867095.814567,1867095.813010,0.627252,0x294,0.0,180.901,2,0.757,0,0.987,1,0.832,3.6,1.068,0.0,0.180,0.0,0.180,0.0,0.180,0.0,0.180
1778594532.122884,1867095.814592,1867095.813012,0.627276,0x295,0.0,180.925,2,0.782,0,1.011,1,0.857,3.6,1.092,0.0,0.205,0.0,0.205,0.0,0.205,0.0,0.205
1778594532.122909,1867095.814617,1867095.813013,0.627302,0x309,0.0,0.000,2,0.808,0,1.037,1,0.882,3.6,1.118,0.0,0.231,0.0,0.231,0.0,0.231,0.0,0.231
1778594532.122966,1867095.814674,1867095.813014,0.627359,0x372,0.0,0.057,2,0.865,0,1.094,1,0.939,3.6,1.175,0.0,0.287,0.0,0.287,0.0,0.287,0.0,0.287
1778594532.122992,1867095.814700,1867095.813016,0.627384,0x374,0.0,0.082,2,0.890,0,1.119,1,0.965,3.6,1.200,0.0,0.313,0.0,0.313,0.0,0.313,0.0,0.313
1778594532.123052,1867095.814760,1867095.813017,0.627444,0x37B,0.0,0.143,2,0.950,0,1.179,1,1.025,3.6,1.261,0.0,0.373,0.0,0.373,0.0,0.373,0.0,0.373
1778594532.123114,1867095.814822,1867095.813019,0.627507,0x396,0.0,0.205,2,1.012,0,1.242,1,1.087,3.6,1.323,0.0,0.435,0.0,0.435,0.0,0.435,0.0,0.435
1778594532.123139,1867095.814847,1867095.813020,0.627531,0x39,0.0,0.230,2,1.037,0,1.266,1,1.112,3.6,1.347,0.0,0.460,0.0,0.460,0.0,0.460,0.0,0.460
1778594532.308576,1867096.000285,1867096.000066,0.812969,0x156,0.0,185.667,2,186.475,0,186.704,1,186.550,3.6,0.000,0.0,185.898,0.0,185.898,0.0,185.898,0.0,185.898
1778594532.308671,1867096.000379,1867096.000080,0.813063,0x130,0.0,185.761,2,186.569,0,0.000,1,186.644,3.6,0.094,0.0,185.992,0.0,185.992,0.0,185.992,0.0,185.992
1778594532.308737,1867096.000445,1867096.000082,0.813129,0x158,0.0,185.827,2,186.635,0,0.066,1,186.710,3.6,0.160,0.0,186.058,0.0,186.058,0.0,186.058,0.0,186.058
1778594532.308793,1867096.000501,1867096.000083,0.813186,0x17C,0.0,185.884,2,186.692,0,0.123,1,0.000,3.6,0.217,0.0,186.115,0.0,186.115,0.0,186.115,0.0,186.115
1778594532.308867,1867096.000575,1867096.000085,0.813259,0x191,0.0,185.958,2,0.000,0,0.196,1,0.074,3.6,0.291,0.0,186.188,0.0,186.188,0.0,186.188,0.0,186.188
1778594532.308949,1867096.000657,1867096.000086,0.813341,0x1A6,0.0,186.040,2,0.082,0,0.279,1,0.156,3.6,0.373,0.0,186.270,0.0,186.270,0.0,186.270,0.0,186.270
1778594532.308975,1867096.000684,1867096.000088,0.813368,0x221,0.0,186.066,2,0.108,0,0.305,1,0.182,3.6,0.399,0.0,186.297,0.0,186.297,0.0,186.297,0.0,186.297
1778594532.309002,1867096.000710,1867096.000090,0.813394,0x294,0.0,186.092,2,0.135,0,0.331,1,0.208,3.6,0.425,0.0,186.323,0.0,186.323,0.0,186.323,0.0,186.323
1778594532.309028,1867096.000736,1867096.000091,0.813420,0x91,0.0,186.119,2,0.161,0,0.358,1,0.235,3.6,0.452,0.0,186.349,0.0,186.349,0.0,186.349,0.0,186.349
1778594532.309071,1867096.000780,1867096.000092,0.813464,0x295,0.0,186.162,2,0.204,0,0.401,1,0.278,3.6,0.495,0.0,186.393,0.0,186.393,0.0,186.393,0.0,186.393
1778594532.309096,1867096.000804,1867096.000094,0.813488,0x39,0.0,186.187,2,0.229,0,0.425,1,0.303,3.6,0.519,0.0,186.417,0.0,186.417,0.0,186.417,0.0,186.417
1778594532.309164,1867096.000872,1867096.000101,0.813557,0x1DC,0.0,186.255,2,0.297,0,0.494,1,0.371,3.6,0.588,0.0,186.485,0.0,186.485,0.0,186.485,0.0,186.485
1778594532.309188,1867096.000896,1867096.000103,0.813580,0x1ED,0.0,186.279,2,0.321,0,0.518,1,0.395,3.6,0.612,0.0,186.509,0.0,186.509,0.0,186.509,0.0,186.509
1778594532.309211,1867096.000919,1867096.000104,0.813603,0x1AB,0.0,186.301,2,0.344,0,0.540,1,0.417,3.6,0.634,0.0,186.532,0.0,186.532,0.0,186.532,0.0,186.532
1778594532.309269,1867096.000978,1867096.000105,0.813662,0x1FB,0.0,186.360,2,0.402,0,0.599,1,0.476,3.6,0.693,0.0,186.591,0.0,186.591,0.0,186.591,0.0,186.591
1778594532.309305,1867096.001013,1867096.000108,0.813697,0x1A4,0.0,186.396,2,0.438,0,0.634,1,0.512,3.6,0.728,0.0,186.626,0.0,186.626,0.0,186.626,0.0,186.626
1778594532.309364,1867096.001072,1867096.000110,0.813756,0x1B0,0.0,186.454,2,0.497,0,0.693,1,0.570,3.6,0.787,0.0,186.685,0.0,186.685,0.0,186.685,0.0,186.685
1778594532.309418,1867096.001126,1867096.000111,0.813811,0x1D0,0.0,186.509,2,0.551,0,0.748,1,0.625,3.6,0.842,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594532.309467,1867096.001175,1867096.000112,0.813859,0x1EA,0.0,186.557,2,0.600,0,0.796,1,0.673,3.6,0.890,0.0,0.049,0.0,0.049,0.0,0.049,0.0,0.049
1778594532.309511,1867096.001219,1867096.000113,0.813903,0x1AC,0.0,186.602,2,0.644,0,0.840,1,0.718,3.6,0.935,0.0,0.093,0.0,0.093,0.0,0.093,0.0,0.093
1778594532.309543,1867096.001251,1867096.000115,0.813935,0x255,0.0,186.634,2,0.676,0,0.872,1,0.750,3.6,0.967,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125
1778594532.309608,1867096.001316,1867096.000116,0.814000,0x305,0.0,186.699,2,0.741,0,0.938,1,0.815,3.6,1.032,0.0,0.190,0.0,0.190,0.0,0.190,0.0,0.190
1778594532.309785,1867096.001493,1867096.000144,0.814177,0x320,0.0,186.876,2,0.918,0,1.114,1,0.992,3.6,1.209,0.0,0.367,0.0,0.367,0.0,0.367,0.0,0.367
1778594532.309812,1867096.001520,1867096.000146,0.814204,0x324,0.0,186.902,2,0.945,0,1.141,1,1.018,3.6,1.235,0.0,0.394,0.0,0.394,0.0,0.394,0.0,0.394
1778594532.309869,1867096.001577,1867096.000147,0.814261,0x328,0.0,186.959,2,1.002,0,1.198,1,1.075,3.6,1.292,0.0,0.450,0.0,0.450,0.0,0.450,0.0,0.450
1778594532.309901,1867096.001609,1867096.000151,0.814293,0x551,0.0,186.992,2,1.034,0,1.230,1,1.108,3.6,1.324,0.0,0.483,0.0,0.483,0.0,0.483,0.0,0.483
1778594532.310063,1867096.001771,1867096.000175,0.814455,0x309,0.0,0.000,2,1.196,0,1.393,1,1.270,3.6,1.487,0.0,0.645,0.0,0.645,0.0,0.645,0.0,0.645
1778594532.310120,1867096.001828,1867096.000176,0.814513,0x372,0.0,0.057,2,1.253,0,1.450,1,1.327,3.6,1.544,0.0,0.702,0.0,0.702,0.0,0.702,0.0,0.702
1778594532.310146,1867096.001854,1867096.000178,0.814538,0x374,0.0,0.083,2,1.279,0,1.475,1,1.352,3.6,1.569,0.0,0.727,0.0,0.727,0.0,0.727,0.0,0.727
1778594532.310205,1867096.001913,1867096.000179,0.814598,0x37B,0.0,0.142,2,1.338,0,1.535,1,1.412,3.6,1.629,0.0,0.787,0.0,0.787,0.0,0.787,0.0,0.787
1778594532.310256,1867096.001964,1867096.000180,0.814649,0x396,0.0,0.193,2,1.389,0,1.586,1,1.463,3.6,1.680,0.0,0.838,0.0,0.838,0.0,0.838,0.0,0.838
1778594532.310290,1867096.001998,1867096.000182,0.814683,0x510,0.0,0.227,2,1.423,0,1.620,1,1.497,3.6,1.714,0.0,0.872,0.0,0.872,0.0,0.872,0.0,0.872
1778594532.500412,1867096.192120,1867096.192014,1.004804,0x91,0.0,190.348,2,191.544,0,191.741,1,191.618,3.6,191.835,0.0,190.993,0.0,190.993,0.0,190.993,0.0,190.993
1778594532.501003,1867096.192711,1867096.192025,1.005395,0x1A6,0.0,190.940,2,192.136,0,192.332,1,192.209,3.6,192.426,0.0,191.585,0.0,191.585,0.0,191.585,0.0,191.585
1778594532.501044,1867096.192752,1867096.192027,1.005436,0x156,0.0,190.981,2,192.177,0,192.373,1,192.250,3.6,0.000,0.0,191.626,0.0,191.626,0.0,191.626,0.0,191.626
1778594532.501104,1867096.192812,1867096.192028,1.005496,0x130,0.0,191.041,2,192.237,0,0.000,1,192.310,3.6,0.060,0.0,191.685,0.0,191.685,0.0,191.685,0.0,191.685
1778594532.501158,1867096.192866,1867096.192030,1.005551,0x158,0.0,191.095,2,192.291,0,0.055,1,192.365,3.6,0.114,0.0,191.740,0.0,191.740,0.0,191.740,0.0,191.740
1778594532.501212,1867096.192920,1867096.192031,1.005605,0x17C,0.0,191.149,2,192.345,0,0.109,1,0.000,3.6,0.169,0.0,191.794,0.0,191.794,0.0,191.794,0.0,191.794
1778594532.501312,1867096.193020,1867096.192033,1.005705,0x191,0.0,191.249,2,0.000,0,0.209,1,0.100,3.6,0.268,0.0,191.894,0.0,191.894,0.0,191.894,0.0,191.894
1778594532.501395,1867096.193103,1867096.192034,1.005788,0x1DC,0.0,191.332,2,0.083,0,0.292,1,0.183,3.6,0.351,0.0,191.977,0.0,191.977,0.0,191.977,0.0,191.977
1778594532.501421,1867096.193130,1867096.192036,1.005814,0x1ED,0.0,191.358,2,0.109,0,0.318,1,0.209,3.6,0.378,0.0,192.003,0.0,192.003,0.0,192.003,0.0,192.003
1778594532.501446,1867096.193154,1867096.192037,1.005838,0x1AB,0.0,191.383,2,0.134,0,0.342,1,0.234,3.6,0.402,0.0,192.028,0.0,192.028,0.0,192.028,0.0,192.028
1778594532.501496,1867096.193204,1867096.192038,1.005888,0x1FB,0.0,191.432,2,0.183,0,0.392,1,0.283,3.6,0.452,0.0,192.077,0.0,192.077,0.0,192.077,0.0,192.077
1778594532.501532,1867096.193241,1867096.192041,1.005925,0x1A4,0.0,191.469,2,0.220,0,0.429,1,0.320,3.6,0.489,0.0,192.114,0.0,192.114,0.0,192.114,0.0,192.114
1778594532.501591,1867096.193300,1867096.192043,1.005984,0x1B0,0.0,191.529,2,0.279,0,0.488,1,0.379,3.6,0.548,0.0,192.173,0.0,192.173,0.0,192.173,0.0,192.173
1778594532.501643,1867096.193351,1867096.192044,1.006035,0x1D0,0.0,191.580,2,0.331,0,0.540,1,0.431,3.6,0.599,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594532.501692,1867096.193400,1867096.192045,1.006084,0x1EA,0.0,191.629,2,0.380,0,0.588,1,0.480,3.6,0.648,0.0,0.049,0.0,0.049,0.0,0.049,0.0,0.049
1778594532.501738,1867096.193446,1867096.192047,1.006130,0x1AC,0.0,191.675,2,0.426,0,0.634,1,0.526,3.6,0.694,0.0,0.095,0.0,0.095,0.0,0.095,0.0,0.095
1778594532.501822,1867096.193530,1867096.192056,1.006215,0x221,0.0,191.759,2,0.510,0,0.719,1,0.610,3.6,0.778,0.0,0.179,0.0,0.179,0.0,0.179,0.0,0.179
1778594532.501849,1867096.193557,1867096.192057,1.006241,0x294,0.0,191.786,2,0.537,0,0.745,1,0.637,3.6,0.805,0.0,0.206,0.0,0.206,0.0,0.206,0.0,0.206
1778594532.501874,1867096.193582,1867096.192058,1.006266,0x295,0.0,191.811,2,0.562,0,0.770,1,0.661,3.6,0.830,0.0,0.231,0.0,0.231,0.0,0.231,0.0,0.231
1778594532.501897,1867096.193606,1867096.192059,1.006290,0x39,0.0,191.834,2,0.585,0,0.794,1,0.685,3.6,0.854,0.0,0.254,0.0,0.254,0.0,0.254,0.0,0.254
1778594532.502041,1867096.193749,1867096.192259,1.006433,0x255,0.0,191.977,2,0.728,0,0.937,1,0.828,3.6,0.997,0.0,0.397,0.0,0.397,0.0,0.397,0.0,0.397
1778594532.502107,1867096.193815,1867096.192261,1.006499,0x305,0.0,192.044,2,0.795,0,1.003,1,0.894,3.6,1.063,0.0,0.464,0.0,0.464,0.0,0.464,0.0,0.464
1778594532.502364,1867096.194072,1867096.192280,1.006756,0x320,0.0,192.301,2,1.051,0,1.260,1,1.151,3.6,1.320,0.0,0.721,0.0,0.721,0.0,0.721,0.0,0.721
