time_wall,time_perf,arrival_perf,rel_time,can_id,dlc,data
1778594554.805386,1867118.497094,1867118.496444,23.309779,0x1D0,8,08 D4 0E AC 21 50 37 56
1778594554.805441,1867118.497149,1867118.496447,23.309834,0x1EA,8,00 00 FF 65 00 00 00 33
1778594554.805490,1867118.497198,1867118.496449,23.309883,0x1AC,8,7F FF 00 00 00 00 00 3A
1778594554.805520,1867118.497228,1867118.496451,23.309912,0x255,8,0B 09 0A 08 55 55 CB 65
1778594554.805586,1867118.497294,1867118.496453,23.309978,0x130,8,00 A3 00 F0 14 00 04 1E
1778594554.805637,1867118.497345,1867118.496454,23.310029,0x156,6,0A DF 00 7D 07 1A
1778594554.805691,1867118.497400,1867118.496456,23.310084,0x158,8,04 1F 00 00 04 17 18 10
1778594554.805745,1867118.497453,1867118.496458,23.310138,0x17C,8,14 00 04 6E 80 00 00 1E
1778594554.805816,1867118.497524,1867118.496459,23.310208,0x191,8,08 00 80 86 8B 04 7F 11
1778594554.805896,1867118.497604,1867118.496461,23.310288,0x1FB,1,2B
1778594554.805975,1867118.497683,1867118.496472,23.310368,0x1DC,7,02 04 72 00 00 00 3C
1778594554.806002,1867118.497710,1867118.496474,23.310394,0x1ED,3,01 FF 3A
1778594554.806027,1867118.497735,1867118.496476,23.310420,0x305,7,80 14 00 00 00 00 03
1778594554.806090,1867118.497798,1867118.496477,23.310482,0x1AB,3,00 AC 0C
1778594554.806142,1867118.497850,1867118.496478,23.310534,0x1A6,8,00 00 40 1D AB 01 00 3C
1778594554.806169,1867118.497877,1867118.496480,23.310561,0x221,4,21 00 00 2E
1778594554.806194,1867118.497902,1867118.496482,23.310586,0x294,8,00 16 01 00 2A 43 00 2C
1778594554.806219,1867118.497927,1867118.496484,23.310611,0x295,4,00 00 00 26
1778594554.806302,1867118.498010,1867118.496497,23.310694,0x39,3,00 00 1B
1778594554.806431,1867118.498139,1867118.496519,23.310823,0x320,8,00 00 00 00 00 00 00 03
1778594554.806459,1867118.498167,1867118.496521,23.310851,0x324,8,7E 71 42 6C 00 38 80 07
1778594554.806518,1867118.498226,1867118.496523,23.310910,0x328,8,00 00 00 00 00 80 00 7C
1778594554.806544,1867118.498253,1867118.496524,23.310937,0x3D7,8,B0 00 00 00 00 00 00 42
1778594554.806578,1867118.498286,1867118.496526,23.310970,0x551,5,00 00 00 06 16
1778594554.806823,1867118.498531,1867118.496571,23.311215,0x309,8,00 00 00 00 04 58 00 65
1778594554.806882,1867118.498590,1867118.496573,23.311274,0x372,2,20 28
1778594554.806908,1867118.498617,1867118.496574,23.311301,0x374,7,55 00 00 00 00 00 2E
1778594554.806969,1867118.498677,1867118.496575,23.311361,0x37B,8,30 00 00 20 00 00 00 2C
1778594554.807019,1867118.498727,1867118.496577,23.311412,0x396,7,00 00 3A 55 00 00 2D
1778594554.807055,1867118.498764,1867118.496579,23.311448,0x428,7,00 00 00 00 00 00 28
1778594555.002081,1867118.693790,1867118.693576,23.506474,0x91,8,95 F3 88 92 0A 00 00 27
1778594555.002167,1867118.693876,1867118.693589,23.506560,0x130,8,00 CD 00 BF 11 00 04 0B
1778594555.002225,1867118.693933,1867118.693592,23.506617,0x156,6,0B A8 00 64 07 0E
1778594555.002277,1867118.693985,1867118.693594,23.506669,0x158,8,04 27 00 00 04 1C 19 02
1778594555.002337,1867118.694045,1867118.693595,23.506729,0x17C,8,11 00 04 AE 80 00 00 0E
1778594555.002416,1867118.694124,1867118.693597,23.506808,0x191,8,08 00 80 85 8C 04 7F 02
1778594555.002494,1867118.694202,1867118.693598,23.506886,0x1DC,7,02 04 AE 00 00 00 00
1778594555.002522,1867118.694230,1867118.693600,23.506914,0x1ED,3,01 FF 0D
1778594555.002547,1867118.694255,1867118.693601,23.506939,0x1AB,3,00 A4 13
1778594555.002601,1867118.694309,1867118.693603,23.506993,0x1A6,8,00 00 40 1B AE 01 00 0E
1778594555.002640,1867118.694348,1867118.693606,23.507032,0x1A4,8,00 66 00 00 00 00 00 1C
1778594555.002701,1867118.694409,1867118.693607,23.507093,0x1B0,7,80 1F 00 00 00 01 12
1778594555.002754,1867118.694462,1867118.693609,23.507147,0x1D0,8,08 EC 0E D8 22 28 37 94
1778594555.002805,1867118.694513,1867118.693610,23.507197,0x1EA,8,00 00 00 23 00 00 00 19
1778594555.002852,1867118.694560,1867118.693611,23.507245,0x1AC,8,7F FF 00 00 00 00 00 1C
1778594555.002884,1867118.694592,1867118.693613,23.507276,0x255,8,0B 09 0A 08 55 55 D0 60
1778594555.002945,1867118.694653,1867118.693615,23.507337,0x1FB,1,0D
1778594555.003024,1867118.694733,1867118.693624,23.507417,0x305,7,80 14 00 00 00 00 21
1778594555.003165,1867118.694873,1867118.693638,23.507557,0x221,4,21 00 00 3D
1778594555.003193,1867118.694901,1867118.693640,23.507585,0x294,8,00 16 01 00 2A 44 00 3A
1778594555.003219,1867118.694927,1867118.693641,23.507612,0x295,4,00 00 00 35
