time_wall,time_perf,arrival_perf,rel_time,can_id,message,signal,full_signal,value
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,GAS_PEDAL_2,ENGINE_TORQUE_ESTIMATE,GAS_PEDAL_2.ENGINE_TORQUE_ESTIMATE,0
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,GAS_PEDAL_2,ENGINE_TORQUE_REQUEST,GAS_PEDAL_2.ENGINE_TORQUE_REQUEST,0
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,GAS_PEDAL_2,CAR_GAS,GAS_PEDAL_2.CAR_GAS,0
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,GAS_PEDAL_2,COUNTER,GAS_PEDAL_2.COUNTER,2
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,GAS_PEDAL_2,CHECKSUM,GAS_PEDAL_2.CHECKSUM,14
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,XMISSION_SPEED,ENGINE_DATA.XMISSION_SPEED,0.0
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,ENGINE_RPM,ENGINE_DATA.ENGINE_RPM,0
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,XMISSION_SPEED2,ENGINE_DATA.XMISSION_SPEED2,0.0
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,ODOMETER,ENGINE_DATA.ODOMETER,220
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,COUNTER,ENGINE_DATA.COUNTER,2
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,ENGINE_DATA,CHECKSUM,ENGINE_DATA.CHECKSUM,1
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,PEDAL_GAS,POWERTRAIN_DATA.PEDAL_GAS,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,ENGINE_RPM,POWERTRAIN_DATA.ENGINE_RPM,754
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,GAS_PRESSED,POWERTRAIN_DATA.GAS_PRESSED,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,ACC_STATUS,POWERTRAIN_DATA.ACC_STATUS,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,BOH_17C,POWERTRAIN_DATA.BOH_17C,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,BRAKE_SWITCH,POWERTRAIN_DATA.BRAKE_SWITCH,1
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,BOH2_17C,POWERTRAIN_DATA.BOH2_17C,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,BRAKE_PRESSED,POWERTRAIN_DATA.BRAKE_PRESSED,1
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,BOH3_17C,POWERTRAIN_DATA.BOH3_17C,0
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,COUNTER,POWERTRAIN_DATA.COUNTER,2
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,POWERTRAIN_DATA,CHECKSUM,POWERTRAIN_DATA.CHECKSUM,12
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,SELECTED_D,GEARBOX_CVT.SELECTED_D,0
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,SELECTED_N,GEARBOX_CVT.SELECTED_N,0
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,SELECTED_R,GEARBOX_CVT.SELECTED_R,0
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,SELECTED_P,GEARBOX_CVT.SELECTED_P,1
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,FORWARD_DRIVING_MODE,GEARBOX_CVT.FORWARD_DRIVING_MODE,0
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,CVT_UNKNOWN_1,GEARBOX_CVT.CVT_UNKNOWN_1,161
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,CVT_UNKNOWN_2,GEARBOX_CVT.CVT_UNKNOWN_2,161
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,SHIFTER_POSITION_VALID,GEARBOX_CVT.SHIFTER_POSITION_VALID,0
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,GEAR_SHIFTER,GEARBOX_CVT.GEAR_SHIFTER,1
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,CVT_UNKNOWN_3,GEARBOX_CVT.CVT_UNKNOWN_3,3
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,NOT_FORWARD_GEAR,GEARBOX_CVT.NOT_FORWARD_GEAR,1
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,COUNTER,GEARBOX_CVT.COUNTER,2
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,GEARBOX_CVT,CHECKSUM,GEARBOX_CVT.CHECKSUM,13
1778594382.838837,1866946.530545,1866946.529688,0.345308,0x91,KINEMATICS_ALT,LAT_ACCEL,KINEMATICS_ALT.LAT_ACCEL,-501.76
1778594382.838837,1866946.530545,1866946.529688,0.345308,0x91,KINEMATICS_ALT,COUNTER,KINEMATICS_ALT.COUNTER,2
1778594382.838837,1866946.530545,1866946.529688,0.345308,0x91,KINEMATICS_ALT,CHECKSUM,KINEMATICS_ALT.CHECKSUM,3
1778594382.838953,1866946.530661,1866946.529692,0.345424,0x156,STEERING_SENSORS,STEER_ANGLE,STEERING_SENSORS.STEER_ANGLE,63.7
1778594382.838953,1866946.530661,1866946.529692,0.345424,0x156,STEERING_SENSORS,STEER_ANGLE_RATE,STEERING_SENSORS.STEER_ANGLE_RATE,0
1778594382.838953,1866946.530661,1866946.529692,0.345424,0x156,STEERING_SENSORS,COUNTER,STEERING_SENSORS.COUNTER,0
1778594382.838953,1866946.530661,1866946.529692,0.345424,0x156,STEERING_SENSORS,CHECKSUM,STEERING_SENSORS.CHECKSUM,14
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,CONFIG_VALID,STEER_MOTOR_TORQUE.CONFIG_VALID,0
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,UNKNOWN_TORQUE_STATE_BIT,STEER_MOTOR_TORQUE.UNKNOWN_TORQUE_STATE_BIT,0
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,MOTOR_TORQUE,STEER_MOTOR_TORQUE.MOTOR_TORQUE,0
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,OUTPUT_DISABLED,STEER_MOTOR_TORQUE.OUTPUT_DISABLED,0
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,COUNTER,STEER_MOTOR_TORQUE.COUNTER,1
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,STEER_MOTOR_TORQUE,CHECKSUM,STEER_MOTOR_TORQUE.CHECKSUM,1
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,USER_BRAKE,VSA_STATUS.USER_BRAKE,4.21875
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,COMPUTER_BRAKING,VSA_STATUS.COMPUTER_BRAKING,0
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,ESP_DISABLED,VSA_STATUS.ESP_DISABLED,0
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,BRAKE_HOLD_ACTIVE,VSA_STATUS.BRAKE_HOLD_ACTIVE,0
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,BRAKE_HOLD_ENABLED,VSA_STATUS.BRAKE_HOLD_ENABLED,0
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,BRAKE_HOLD_RELATED,VSA_STATUS.BRAKE_HOLD_RELATED,0
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,COUNTER,VSA_STATUS.COUNTER,1
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,VSA_STATUS,CHECKSUM,VSA_STATUS.CHECKSUM,11
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,CONTROLLED_STANDSTILL,STANDSTILL.CONTROLLED_STANDSTILL,0
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,WHEELS_MOVING,STANDSTILL.WHEELS_MOVING,0
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,BRAKE_ERROR_1,STANDSTILL.BRAKE_ERROR_1,1
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,BRAKE_ERROR_2,STANDSTILL.BRAKE_ERROR_2,1
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,COUNTER,STANDSTILL.COUNTER,1
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,STANDSTILL,CHECKSUM,STANDSTILL.CHECKSUM,3
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_FL,WHEEL_SPEEDS.WHEEL_SPEED_FL,0.0
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_FR,WHEEL_SPEEDS.WHEEL_SPEED_FR,0.0
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_RL,WHEEL_SPEEDS.WHEEL_SPEED_RL,0.0
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_RR,WHEEL_SPEEDS.WHEEL_SPEED_RR,0.0
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,WHEEL_SPEEDS,CHECKSUM,WHEEL_SPEEDS.CHECKSUM,10
1778594382.839407,1866946.531115,1866946.529708,0.345878,0x1EA,VEHICLE_DYNAMICS,LAT_ACCEL,VEHICLE_DYNAMICS.LAT_ACCEL,0.0
1778594382.839407,1866946.531115,1866946.529708,0.345878,0x1EA,VEHICLE_DYNAMICS,LONG_ACCEL,VEHICLE_DYNAMICS.LONG_ACCEL,0.0
1778594382.839407,1866946.531115,1866946.529708,0.345878,0x1EA,VEHICLE_DYNAMICS,COUNTER,VEHICLE_DYNAMICS.COUNTER,1
1778594382.839407,1866946.531115,1866946.529708,0.345878,0x1EA,VEHICLE_DYNAMICS,CHECKSUM,VEHICLE_DYNAMICS.CHECKSUM,14
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,WHEEL_SPEED_FL,ROUGH_WHEEL_SPEED.WHEEL_SPEED_FL,0
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,WHEEL_SPEED_FR,ROUGH_WHEEL_SPEED.WHEEL_SPEED_FR,0
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,WHEEL_SPEED_RL,ROUGH_WHEEL_SPEED.WHEEL_SPEED_RL,0
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,WHEEL_SPEED_RR,ROUGH_WHEEL_SPEED.WHEEL_SPEED_RR,0
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,SET_TO_X55,ROUGH_WHEEL_SPEED.SET_TO_X55,85
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,SET_TO_X55_2,ROUGH_WHEEL_SPEED.SET_TO_X55_2,85
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,LONG_COUNTER,ROUGH_WHEEL_SPEED.LONG_COUNTER,252
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,COUNTER,ROUGH_WHEEL_SPEED.COUNTER,1
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,ROUGH_WHEEL_SPEED,CHECKSUM,ROUGH_WHEEL_SPEED.CHECKSUM,10
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,SEATBELT_DRIVER_LAMP,SEATBELT_STATUS.SEATBELT_DRIVER_LAMP,1
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,PASS_AIRBAG_ON,SEATBELT_STATUS.PASS_AIRBAG_ON,0
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,PASS_AIRBAG_OFF,SEATBELT_STATUS.PASS_AIRBAG_OFF,0
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,SEATBELT_DRIVER_LATCHED,SEATBELT_STATUS.SEATBELT_DRIVER_LATCHED,0
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,SEATBELT_DRIVER_UNLATCHED,SEATBELT_STATUS.SEATBELT_DRIVER_UNLATCHED,1
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,SEATBELT_PASS_LATCHED,SEATBELT_STATUS.SEATBELT_PASS_LATCHED,0
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,SEATBELT_PASS_UNLATCHED,SEATBELT_STATUS.SEATBELT_PASS_UNLATCHED,1
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,COUNTER,SEATBELT_STATUS.COUNTER,2
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,SEATBELT_STATUS,CHECKSUM,SEATBELT_STATUS.CHECKSUM,1
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,CAR_SPEED,CAR_SPEED.CAR_SPEED,0.0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,ROUGH_CAR_SPEED,CAR_SPEED.ROUGH_CAR_SPEED,0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,ROUGH_CAR_SPEED_2,CAR_SPEED.ROUGH_CAR_SPEED_2,0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,ROUGH_CAR_SPEED_3,CAR_SPEED.ROUGH_CAR_SPEED_3,0.0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,LOCK_STATUS,CAR_SPEED.LOCK_STATUS,0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,IMPERIAL_UNIT,CAR_SPEED.IMPERIAL_UNIT,0
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,COUNTER,CAR_SPEED.COUNTER,1
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,CAR_SPEED,CHECKSUM,CAR_SPEED.CHECKSUM,7
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,DASHBOARD_ALERT,STALK_STATUS.DASHBOARD_ALERT,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,HIGH_BEAM_HOLD,STALK_STATUS.HIGH_BEAM_HOLD,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,AUTO_HEADLIGHTS,STALK_STATUS.AUTO_HEADLIGHTS,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,HIGH_BEAM_FLASH,STALK_STATUS.HIGH_BEAM_FLASH,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,HEADLIGHTS_ON,STALK_STATUS.HEADLIGHTS_ON,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,WIPER_SWITCH,STALK_STATUS.WIPER_SWITCH,1
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,COUNTER,STALK_STATUS.COUNTER,0
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,STALK_STATUS,CHECKSUM,STALK_STATUS.CHECKSUM,0
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,WIPERS,STALK_STATUS_2.WIPERS,0
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,PARK_LIGHTS,STALK_STATUS_2.PARK_LIGHTS,0
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,LOW_BEAMS,STALK_STATUS_2.LOW_BEAMS,0
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,HIGH_BEAMS,STALK_STATUS_2.HIGH_BEAMS,0
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,COUNTER,STALK_STATUS_2.COUNTER,1
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,STALK_STATUS_2,CHECKSUM,STALK_STATUS_2.CHECKSUM,13
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,HUD_SPEED_KPH,CRUISE.HUD_SPEED_KPH,126
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,HUD_SPEED_MPH,CRUISE.HUD_SPEED_MPH,113
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,TRIP_FUEL_CONSUMED,CRUISE.TRIP_FUEL_CONSUMED,16586
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,CRUISE_SPEED_PCM,CRUISE.CRUISE_SPEED_PCM,0
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,BOH2,CRUISE.BOH2,0
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,BOH3,CRUISE.BOH3,0
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,COUNTER,CRUISE.COUNTER,3
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,CRUISE,CHECKSUM,CRUISE.CHECKSUM,5
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,GAS_PEDAL_2,ENGINE_TORQUE_ESTIMATE,GAS_PEDAL_2.ENGINE_TORQUE_ESTIMATE,0
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,GAS_PEDAL_2,ENGINE_TORQUE_REQUEST,GAS_PEDAL_2.ENGINE_TORQUE_REQUEST,0
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,GAS_PEDAL_2,CAR_GAS,GAS_PEDAL_2.CAR_GAS,0
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,GAS_PEDAL_2,COUNTER,GAS_PEDAL_2.COUNTER,3
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,GAS_PEDAL_2,CHECKSUM,GAS_PEDAL_2.CHECKSUM,13
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,XMISSION_SPEED,ENGINE_DATA.XMISSION_SPEED,0.0
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,ENGINE_RPM,ENGINE_DATA.ENGINE_RPM,0
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,XMISSION_SPEED2,ENGINE_DATA.XMISSION_SPEED2,0.0
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,ODOMETER,ENGINE_DATA.ODOMETER,220
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,COUNTER,ENGINE_DATA.COUNTER,3
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,ENGINE_DATA,CHECKSUM,ENGINE_DATA.CHECKSUM,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,PEDAL_GAS,POWERTRAIN_DATA.PEDAL_GAS,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,ENGINE_RPM,POWERTRAIN_DATA.ENGINE_RPM,764
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,GAS_PRESSED,POWERTRAIN_DATA.GAS_PRESSED,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,ACC_STATUS,POWERTRAIN_DATA.ACC_STATUS,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,BOH_17C,POWERTRAIN_DATA.BOH_17C,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,BRAKE_SWITCH,POWERTRAIN_DATA.BRAKE_SWITCH,1
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,BOH2_17C,POWERTRAIN_DATA.BOH2_17C,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,BRAKE_PRESSED,POWERTRAIN_DATA.BRAKE_PRESSED,1
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,BOH3_17C,POWERTRAIN_DATA.BOH3_17C,0
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,COUNTER,POWERTRAIN_DATA.COUNTER,3
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,POWERTRAIN_DATA,CHECKSUM,POWERTRAIN_DATA.CHECKSUM,1
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,SELECTED_D,GEARBOX_CVT.SELECTED_D,0
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,SELECTED_N,GEARBOX_CVT.SELECTED_N,0
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,SELECTED_R,GEARBOX_CVT.SELECTED_R,0
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,SELECTED_P,GEARBOX_CVT.SELECTED_P,1
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,FORWARD_DRIVING_MODE,GEARBOX_CVT.FORWARD_DRIVING_MODE,0
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,CVT_UNKNOWN_1,GEARBOX_CVT.CVT_UNKNOWN_1,161
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,CVT_UNKNOWN_2,GEARBOX_CVT.CVT_UNKNOWN_2,161
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,SHIFTER_POSITION_VALID,GEARBOX_CVT.SHIFTER_POSITION_VALID,0
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,GEAR_SHIFTER,GEARBOX_CVT.GEAR_SHIFTER,1
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,CVT_UNKNOWN_3,GEARBOX_CVT.CVT_UNKNOWN_3,3
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,NOT_FORWARD_GEAR,GEARBOX_CVT.NOT_FORWARD_GEAR,1
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,COUNTER,GEARBOX_CVT.COUNTER,3
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,GEARBOX_CVT,CHECKSUM,GEARBOX_CVT.CHECKSUM,12
1778594382.934308,1866946.626016,1866946.625320,0.440779,0x91,KINEMATICS_ALT,LAT_ACCEL,KINEMATICS_ALT.LAT_ACCEL,-501.76
1778594382.934308,1866946.626016,1866946.625320,0.440779,0x91,KINEMATICS_ALT,COUNTER,KINEMATICS_ALT.COUNTER,3
1778594382.934308,1866946.626016,1866946.625320,0.440779,0x91,KINEMATICS_ALT,CHECKSUM,KINEMATICS_ALT.CHECKSUM,6
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,USER_BRAKE,VSA_STATUS.USER_BRAKE,4.21875
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,COMPUTER_BRAKING,VSA_STATUS.COMPUTER_BRAKING,0
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,ESP_DISABLED,VSA_STATUS.ESP_DISABLED,0
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,BRAKE_HOLD_ACTIVE,VSA_STATUS.BRAKE_HOLD_ACTIVE,0
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,BRAKE_HOLD_ENABLED,VSA_STATUS.BRAKE_HOLD_ENABLED,0
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,BRAKE_HOLD_RELATED,VSA_STATUS.BRAKE_HOLD_RELATED,0
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,COUNTER,VSA_STATUS.COUNTER,1
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,VSA_STATUS,CHECKSUM,VSA_STATUS.CHECKSUM,11
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,CONTROLLED_STANDSTILL,STANDSTILL.CONTROLLED_STANDSTILL,0
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,WHEELS_MOVING,STANDSTILL.WHEELS_MOVING,0
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,BRAKE_ERROR_1,STANDSTILL.BRAKE_ERROR_1,1
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,BRAKE_ERROR_2,STANDSTILL.BRAKE_ERROR_2,1
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,COUNTER,STANDSTILL.COUNTER,1
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,STANDSTILL,CHECKSUM,STANDSTILL.CHECKSUM,3
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_FL,WHEEL_SPEEDS.WHEEL_SPEED_FL,0.0
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_FR,WHEEL_SPEEDS.WHEEL_SPEED_FR,0.0
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_RL,WHEEL_SPEEDS.WHEEL_SPEED_RL,0.0
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,WHEEL_SPEEDS,WHEEL_SPEED_RR,WHEEL_SPEEDS.WHEEL_SPEED_RR,0.0
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,WHEEL_SPEEDS,CHECKSUM,WHEEL_SPEEDS.CHECKSUM,10
1778594382.934630,1866946.626338,1866946.625326,0.441102,0x156,STEERING_SENSORS,STEER_ANGLE,STEERING_SENSORS.STEER_ANGLE,63.7
1778594382.934630,1866946.626338,1866946.625326,0.441102,0x156,STEERING_SENSORS,STEER_ANGLE_RATE,STEERING_SENSORS.STEER_ANGLE_RATE,0
