time_wall,time_perf,arrival_perf,rel_time,can_id,dlc,data
1778594382.934989,1866946.626697,1866946.625339,0.441460,0x1ED,3,01 FF 0D
1778594382.935027,1866946.626736,1866946.625340,0.441499,0x320,8,00 00 00 00 00 00 00 03
1778594382.935070,1866946.626778,1866946.625341,0.441542,0x324,8,7E 71 40 CA 00 00 00 08
1778594382.935147,1866946.626855,1866946.625343,0.441618,0x328,8,00 00 00 00 00 80 00 7C
1778594382.935181,1866946.626889,1866946.625344,0.441653,0x3D7,8,B0 00 00 00 00 00 00 42
1778594382.935219,1866946.626927,1866946.625346,0.441691,0x400,5,00 00 00 00 04
1778594382.935245,1866946.626954,1866946.625347,0.441717,0x403,5,00 00 00 00 01
1778594382.935272,1866946.626980,1866946.625348,0.441743,0x40C,8,27 00 00 00 00 00 00 0F
1778594382.935297,1866946.627006,1866946.625349,0.441769,0x40F,8,37 00 00 00 00 00 00 0B
1778594382.935324,1866946.627032,1866946.625350,0.441795,0x454,8,00 F7 02 00 00 00 60 0D
1778594382.935349,1866946.627057,1866946.625351,0.441821,0x465,8,00 00 00 00 00 00 01 08
1778594382.935386,1866946.627094,1866946.625354,0.441857,0x1A6,8,04 00 40 14 B8 01 00 24
1778594382.935436,1866946.627144,1866946.625357,0.441907,0x1AB,3,00 00 20
1778594382.935530,1866946.627239,1866946.625363,0.442002,0x39,3,00 00 0C
1778594383.126975,1866946.818683,1866946.818463,0.633446,0x91,8,80 33 88 06 05 00 00 23
1778594383.127063,1866946.818771,1866946.818478,0.633534,0x156,6,FD 83 00 00 07 0E
1778594383.127116,1866946.818824,1866946.818480,0.633587,0x1A6,8,04 00 40 14 B8 01 00 33
1778594383.127143,1866946.818851,1866946.818482,0.633614,0x1AB,3,00 00 3F
1778594383.127196,1866946.818904,1866946.818484,0.633667,0x294,8,00 16 01 00 2A 43 00 2C
1778594383.127222,1866946.818930,1866946.818485,0.633693,0x221,4,21 00 00 2E
1778594383.127245,1866946.818953,1866946.818487,0.633717,0x295,4,00 00 00 26
1778594383.127272,1866946.818980,1866946.818488,0.633743,0x130,8,00 00 00 00 00 00 04 3D
1778594383.127320,1866946.819029,1866946.818489,0.633792,0x158,8,00 00 00 00 00 00 16 30
1778594383.127375,1866946.819083,1866946.818491,0.633846,0x17C,8,00 00 02 F9 01 00 20 34
1778594383.127445,1866946.819153,1866946.818493,0.633916,0x191,8,01 00 00 A1 A1 01 7F 3C
1778594383.127518,1866946.819226,1866946.818494,0.633990,0x45B,2,00 04
1778594383.127540,1866946.819248,1866946.818496,0.634011,0x1FB,1,0D
1778594383.127577,1866946.819285,1866946.818500,0.634048,0x1A4,8,01 75 00 00 00 00 00 39
1778594383.127635,1866946.819343,1866946.818501,0.634106,0x1B0,7,80 0F 00 00 00 01 31
1778594383.127685,1866946.819393,1866946.818503,0.634156,0x1D0,8,00 00 00 00 00 00 00 0A
1778594383.127741,1866946.819449,1866946.818506,0.634213,0x1EA,8,00 00 00 00 00 00 00 3C
1778594383.127798,1866946.819506,1866946.818507,0.634270,0x1AC,8,7F FF 00 00 00 00 00 3A
1778594383.127824,1866946.819533,1866946.818508,0.634296,0x255,8,00 00 00 00 55 55 07 4F
1778594383.127923,1866946.819631,1866946.818515,0.634394,0x1DC,7,02 02 F9 00 00 00 20
1778594383.127947,1866946.819655,1866946.818516,0.634418,0x1ED,3,01 FF 2B
1778594383.128001,1866946.819709,1866946.818523,0.634473,0x372,2,20 19
1778594383.128026,1866946.819734,1866946.818526,0.634497,0x309,8,00 00 00 00 00 00 00 57
1778594383.128083,1866946.819791,1866946.818528,0.634554,0x374,7,57 00 00 00 00 00 1D
1778594383.128144,1866946.819852,1866946.818529,0.634615,0x37B,8,30 00 00 20 00 00 00 1D
1778594383.128193,1866946.819901,1866946.818531,0.634664,0x396,7,00 00 3B 57 00 00 1B
1778594383.128218,1866946.819926,1866946.818532,0.634690,0x510,8,00 00 00 00 00 00 00 11
1778594383.128278,1866946.819986,1866946.818539,0.634750,0x39,3,00 00 39
1778594383.128413,1866946.820122,1866946.818559,0.634885,0x320,8,00 00 00 00 00 00 00 30
1778594383.128440,1866946.820148,1866946.818560,0.634911,0x324,8,7E 71 40 CB 00 00 00 34
1778594383.128495,1866946.820203,1866946.818561,0.634967,0x328,8,00 00 00 00 00 80 00 6D
1778594383.128520,1866946.820229,1866946.818563,0.634992,0x400,5,00 00 00 00 13
1778594383.128545,1866946.820253,1866946.818564,0.635016,0x403,5,00 00 00 00 10
1778594383.128580,1866946.820288,1866946.818565,0.635051,0x40C,8,28 00 00 00 00 00 00 1D
1778594383.128605,1866946.820313,1866946.818567,0.635076,0x40F,8,00 11 00 00 08 00 00 1A
1778594383.128630,1866946.820338,1866946.818568,0.635102,0x454,8,00 F7 02 00 00 00 60 1C
1778594383.128656,1866946.820364,1866946.818569,0.635127,0x465,8,00 00 00 00 00 00 01 17
1778594383.129067,1866946.820775,1866946.818628,0.635538,0x305,7,80 14 00 00 00 00 30
1778594383.314633,1866947.006342,1866947.006127,0.821105,0x406,5,00 00 00 03 29
1778594383.314692,1866947.006400,1866947.006139,0.821163,0x130,8,00 00 00 00 00 00 04 2E
1778594383.314759,1866947.006467,1866947.006141,0.821230,0x158,8,00 00 00 00 00 00 16 21
1778594383.314817,1866947.006525,1866947.006143,0.821289,0x17C,8,00 00 02 F7 01 00 20 27
1778594383.314905,1866947.006613,1866947.006144,0.821376,0x191,8,01 00 00 A1 A1 01 7F 2D
1778594383.314981,1866947.006689,1866947.006147,0.821452,0x1DC,7,02 02 F7 00 00 00 31
1778594383.315006,1866947.006715,1866947.006148,0.821478,0x1ED,3,01 FF 3A
1778594383.315035,1866947.006744,1866947.006150,0.821507,0x91,8,80 33 88 06 05 00 00 23
1778594383.315078,1866947.006786,1866947.006152,0.821549,0x156,6,FD 83 00 00 07 0E
1778594383.315122,1866947.006830,1866947.006154,0.821593,0x1AB,3,00 00 11
1778594383.315173,1866947.006881,1866947.006155,0.821645,0x1A6,8,04 00 40 15 B8 01 00 14
1778594383.315198,1866947.006906,1866947.006157,0.821669,0x221,4,21 00 00 3D
1778594383.315224,1866947.006932,1866947.006158,0.821695,0x294,8,00 16 01 00 2A 43 00 3B
1778594383.315248,1866947.006956,1866947.006160,0.821719,0x295,4,00 00 00 35
1778594383.315305,1866947.007013,1866947.006167,0.821776,0x1FB,1,2B
1778594383.315340,1866947.007048,1866947.006170,0.821811,0x1A4,8,01 75 00 00 00 00 00 1B
1778594383.315404,1866947.007112,1866947.006172,0.821875,0x1B0,7,80 0F 00 00 00 01 13
1778594383.315454,1866947.007163,1866947.006173,0.821926,0x1D0,8,00 00 00 00 00 00 00 0A
1778594383.315512,1866947.007220,1866947.006176,0.821984,0x1EA,8,00 00 00 00 00 00 00 1E
1778594383.315558,1866947.007267,1866947.006178,0.822030,0x1AC,8,7F FF 00 00 00 00 00 1C
1778594383.315586,1866947.007294,1866947.006180,0.822057,0x255,8,00 00 00 00 55 55 0C 4A
1778594383.315722,1866947.007430,1866947.006194,0.822193,0x551,5,00 00 00 06 25
1778594383.315757,1866947.007465,1866947.006197,0.822228,0x309,8,00 00 00 00 00 00 00 75
1778594383.315819,1866947.007527,1866947.006199,0.822290,0x372,2,20 37
1778594383.315843,1866947.007551,1866947.006201,0.822314,0x374,7,57 00 00 00 00 00 3B
1778594383.315902,1866947.007610,1866947.006202,0.822373,0x37B,8,30 00 00 20 00 00 00 3B
1778594383.315951,1866947.007659,1866947.006203,0.822422,0x396,7,00 00 3B 57 00 00 39
1778594383.315976,1866947.007684,1866947.006205,0.822447,0x428,7,00 00 00 00 00 00 19
1778594383.316034,1866947.007742,1866947.006211,0.822505,0x39,3,00 00 0C
1778594383.316169,1866947.007877,1866947.006234,0.822640,0x320,8,00 00 00 00 00 00 00 12
1778594383.316194,1866947.007903,1866947.006235,0.822666,0x324,8,7E 71 40 CB 00 00 00 16
1778594383.316252,1866947.007961,1866947.006237,0.822724,0x328,8,00 00 00 00 00 80 00 4F
1778594383.495439,1866947.187147,1866947.187045,1.001911,0x91,8,80 33 88 06 05 00 00 05
1778594383.497552,1866947.189260,1866947.187072,1.004023,0x156,6,FD 83 00 00 07 2C
1778594383.497645,1866947.189353,1866947.187074,1.004116,0x1AB,3,00 00 20
1778594383.497703,1866947.189412,1866947.187075,1.004175,0x1A6,8,04 00 40 14 B8 01 00 24
1778594383.497732,1866947.189440,1866947.187076,1.004204,0x130,8,00 00 00 00 00 00 04 1F
1778594383.497784,1866947.189492,1866947.187344,1.004255,0x158,8,00 00 00 00 00 00 16 12
1778594383.497837,1866947.189545,1866947.187349,1.004308,0x17C,8,00 00 02 F0 01 00 20 1F
1778594383.497906,1866947.189614,1866947.187351,1.004377,0x191,8,01 00 00 A1 A1 01 7F 1E
1778594383.497987,1866947.189695,1866947.187353,1.004458,0x39,3,00 00 0C
1778594383.498011,1866947.189719,1866947.187355,1.004482,0x1FB,1,3A
1778594383.498048,1866947.189756,1866947.187360,1.004519,0x1A4,8,01 78 00 00 00 00 00 27
1778594383.498107,1866947.189816,1866947.187362,1.004579,0x1B0,7,80 0F 00 00 00 01 22
1778594383.498160,1866947.189868,1866947.187364,1.004631,0x1D0,8,00 00 00 00 00 00 00 0A
1778594383.498218,1866947.189926,1866947.187368,1.004689,0x1EA,8,00 00 00 00 00 00 00 2D
1778594383.498264,1866947.189972,1866947.187370,1.004735,0x1AC,8,7F FF 00 00 00 00 00 2B
1778594383.498325,1866947.190033,1866947.187381,1.004797,0x1DC,7,02 02 F0 00 00 00 1A
1778594383.498349,1866947.190057,1866947.187383,1.004820,0x1ED,3,01 FF 1C
1778594383.498373,1866947.190081,1866947.187386,1.004844,0x555,5,00 00 00 04 05
1778594383.498434,1866947.190142,1866947.187397,1.004906,0x221,4,21 00 00 00
1778594383.498459,1866947.190167,1866947.187399,1.004931,0x294,8,00 16 01 00 2A 43 00 0E
1778594383.498482,1866947.190191,1866947.187401,1.004954,0x295,4,00 00 00 08
1778594383.498604,1866947.190312,1866947.187442,1.005075,0x255,8,00 00 00 00 55 55 11 45
1778594383.498750,1866947.190458,1866947.187464,1.005221,0x309,8,00 00 00 00 00 00 00 57
1778594383.498805,1866947.190513,1866947.187467,1.005277,0x372,2,20 19
1778594383.498830,1866947.190538,1866947.187468,1.005302,0x374,7,57 00 00 00 00 00 1D
1778594383.498888,1866947.190595,1866947.187470,1.005359,0x37B,8,30 00 00 20 00 00 00 1D
1778594383.498979,1866947.190688,1866947.187480,1.005451,0x396,7,00 00 3B 57 00 00 1B
1778594383.499122,1866947.190831,1866947.187512,1.005594,0x320,8,00 00 00 00 00 00 00 30
1778594383.499149,1866947.190857,1866947.187514,1.005620,0x324,8,7E 71 40 CB 00 00 00 34
1778594383.499204,1866947.190912,1866947.187516,1.005675,0x328,8,00 00 00 00 00 80 00 6D
1778594383.690198,1866947.381906,1866947.381656,1.196669,0x1A6,8,04 00 40 15 B8 01 00 32
1778594383.690274,1866947.381982,1866947.381674,1.196745,0x221,4,21 00 00 00
1778594383.690313,1866947.382021,1866947.381675,1.196785,0x294,8,00 16 01 00 2A 43 00 0E
1778594383.690352,1866947.382060,1866947.381677,1.196823,0x130,8,00 00 00 00 00 00 04 3D
1778594383.690422,1866947.382130,1866947.381679,1.196894,0x158,8,00 00 00 00 00 00 16 30
1778594383.690480,1866947.382189,1866947.381680,1.196952,0x17C,8,00 00 02 F2 01 00 20 3B
1778594383.690553,1866947.382261,1866947.381682,1.197024,0x191,8,01 00 00 A1 A1 01 7F 3C
1778594383.690640,1866947.382348,1866947.381683,1.197111,0x295,4,00 00 00 08
1778594383.690665,1866947.382373,1866947.381685,1.197136,0x1FB,1,0D
1778594383.690690,1866947.382398,1866947.381687,1.197161,0x91,8,80 33 88 06 05 00 00 32
1778594383.690733,1866947.382442,1866947.381689,1.197205,0x1A4,8,01 7B 00 00 00 00 00 33
1778594383.690793,1866947.382501,1866947.381691,1.197264,0x1B0,7,80 0F 00 00 00 01 31
1778594383.690845,1866947.382553,1866947.381692,1.197317,0x1D0,8,00 00 00 00 00 00 00 0A
1778594383.690902,1866947.382611,1866947.381694,1.197374,0x156,6,FD 83 00 00 07 1D
1778594383.690949,1866947.382657,1866947.381696,1.197421,0x1EA,8,00 00 00 00 00 00 00 3C
1778594383.690995,1866947.382703,1866947.381697,1.197466,0x1AC,8,7F FF 00 00 00 00 00 3A
1778594383.691021,1866947.382729,1866947.381698,1.197492,0x255,8,00 00 00 00 55 55 15 41
1778594383.691121,1866947.382829,1866947.381706,1.197592,0x1DC,7,02 02 EF 00 00 00 2B
1778594383.691145,1866947.382853,1866947.381707,1.197616,0x1ED,3,01 FF 2B
1778594383.691170,1866947.382878,1866947.381709,1.197641,0x305,7,80 14 00 00 00 00 03
1778594383.691248,1866947.382957,1866947.381714,1.197720,0x1AB,3,00 00 02
1778594383.691342,1866947.383050,1866947.381725,1.197813,0x39,3,00 00 1B
1778594383.691560,1866947.383268,1866947.381763,1.198031,0x45B,2,00 22
1778594383.691762,1866947.383470,1866947.381798,1.198233,0x372,2,20 37
1778594383.691787,1866947.383495,1866947.381799,1.198258,0x309,8,00 00 00 00 00 00 00 75
1778594383.691854,1866947.383562,1866947.381802,1.198325,0x374,7,57 00 00 00 00 00 3B
1778594383.691926,1866947.383634,1866947.381803,1.198397,0x37B,8,30 00 00 20 00 00 00 3B
1778594383.691979,1866947.383687,1866947.381805,1.198450,0x396,7,00 00 3B 57 00 00 39
1778594383.692117,1866947.383825,1866947.381824,1.198588,0x320,8,00 00 00 00 00 00 00 12
1778594383.692143,1866947.383851,1866947.381825,1.198614,0x324,8,7E 71 40 CC 00 00 00 15
1778594383.692201,1866947.383909,1866947.381827,1.198672,0x328,8,00 00 00 00 00 80 00 4F
1778594383.692226,1866947.383934,1866947.381828,1.198697,0x400,5,00 00 00 00 31
1778594383.692250,1866947.383958,1866947.381830,1.198721,0x403,5,00 00 00 00 3E
1778594383.692274,1866947.383982,1866947.381831,1.198746,0x40C,8,2A 00 00 00 00 80 80 39
1778594383.692300,1866947.384008,1866947.381832,1.198771,0x40F,8,02 00 00 00 00 00 00 30
1778594383.692324,1866947.384033,1866947.381833,1.198796,0x454,8,00 F7 02 00 00 00 60 3A
1778594383.692350,1866947.384058,1866947.381834,1.198821,0x465,8,00 00 00 00 00 00 01 35
1778594383.872867,1866947.564576,1866947.564380,1.379339,0x1DC,7,02 02 EF 00 00 00 3A
1778594383.872921,1866947.564629,1866947.564394,1.379393,0x1ED,3,01 FF 3A
1778594383.872950,1866947.564658,1866947.564396,1.379422,0x91,8,80 33 88 06 05 00 00 23
1778594383.873007,1866947.564715,1866947.564398,1.379478,0x156,6,FD 83 00 00 07 0E
1778594383.873055,1866947.564763,1866947.564400,1.379526,0x1AB,3,00 00 11
1778594383.873109,1866947.564817,1866947.564402,1.379581,0x130,8,00 00 00 00 00 00 04 3D
1778594383.873158,1866947.564866,1866947.564403,1.379630,0x158,8,00 00 00 00 00 00 16 30
1778594383.873211,1866947.564919,1866947.564404,1.379682,0x17C,8,00 00 02 EF 01 00 20 3F
1778594383.873281,1866947.564989,1866947.564406,1.379752,0x191,8,01 00 00 A1 A1 01 7F 3C
1778594383.873356,1866947.565064,1866947.564407,1.379827,0x1A6,8,04 00 40 15 B8 01 00 14
1778594383.873381,1866947.565089,1866947.564409,1.379853,0x221,4,21 00 00 1F
1778594383.873408,1866947.565116,1866947.564410,1.379879,0x294,8,00 16 01 00 2A 43 00 1D
1778594383.873431,1866947.565139,1866947.564412,1.379903,0x295,4,00 00 00 17
1778594383.873454,1866947.565162,1866947.564413,1.379925,0x1FB,1,2B
1778594383.873488,1866947.565196,1866947.564416,1.379960,0x1A4,8,01 85 00 00 00 00 00 1A
1778594383.873554,1866947.565262,1866947.564417,1.380025,0x1B0,7,80 0F 00 00 00 01 13
1778594383.873605,1866947.565313,1866947.564419,1.380076,0x1D0,8,00 00 00 00 00 00 00 0A
1778594383.873662,1866947.565370,1866947.564422,1.380133,0x1EA,8,00 00 00 00 00 00 00 1E
1778594383.873708,1866947.565416,1866947.564423,1.380179,0x1AC,8,7F FF 00 00 00 00 00 1C
1778594383.873734,1866947.565442,1866947.564424,1.380205,0x255,8,00 00 00 00 55 55 1A 3C
1778594383.873844,1866947.565552,1866947.564434,1.380315,0x305,7,80 14 00 00 00 00 21
1778594383.873970,1866947.565679,1866947.564445,1.380442,0x39,3,00 00 2A
1778594383.874061,1866947.565769,1866947.564456,1.380532,0x406,5,00 00 00 03 0B
1778594383.874402,1866947.566110,1866947.564508,1.380873,0x372,2,20 19
1778594383.874427,1866947.566135,1866947.564509,1.380898,0x309,8,00 00 00 00 00 00 00 57
1778594383.874483,1866947.566192,1866947.564510,1.380955,0x374,7,57 00 00 00 00 00 1D
1778594383.874542,1866947.566250,1866947.564511,1.381014,0x37B,8,30 00 00 20 00 00 00 1D
1778594383.874636,1866947.566345,1866947.564512,1.381108,0x396,7,00 00 3B 57 00 00 1B
1778594383.874668,1866947.566376,1866947.564513,1.381140,0x428,7,00 00 00 00 00 00 37
1778594384.043151,1866947.734859,1866947.734631,1.549623,0x465,8,00 00 00 00 00 00 01 08
1778594384.043234,1866947.734942,1866947.734645,1.549705,0x91,8,80 33 88 06 05 00 00 05
1778594384.043312,1866947.735020,1866947.734647,1.549783,0x156,6,FD 83 00 00 07 2C
1778594384.043376,1866947.735084,1866947.734648,1.549847,0x1AB,3,00 00 20
1778594384.043435,1866947.735143,1866947.734649,1.549906,0x130,8,00 00 00 00 00 00 04 1F
1778594384.043486,1866947.735194,1866947.734651,1.549958,0x158,8,00 00 00 00 00 00 16 12
1778594384.043544,1866947.735253,1866947.734652,1.550016,0x17C,8,00 00 02 F5 01 00 20 1A
1778594384.043614,1866947.735322,1866947.734653,1.550085,0x191,8,01 00 00 A1 A1 01 7F 1E
1778594384.043688,1866947.735396,1866947.734655,1.550159,0x1A6,8,04 00 40 15 B8 01 00 23
1778594384.043713,1866947.735421,1866947.734656,1.550184,0x39,3,00 00 2A
1778594384.043735,1866947.735443,1866947.734657,1.550206,0x1FB,1,3A
1778594384.043769,1866947.735477,1866947.734660,1.550240,0x1A4,8,01 93 00 00 00 00 00 2A
1778594384.043828,1866947.735536,1866947.734661,1.550299,0x1B0,7,80 0F 00 00 00 01 22
1778594384.043880,1866947.735588,1866947.734663,1.550351,0x1D0,8,00 00 00 00 00 00 00 0A
1778594384.043938,1866947.735646,1866947.734667,1.550409,0x1EA,8,00 00 00 00 00 00 00 2D
1778594384.043983,1866947.735691,1866947.734669,1.550454,0x1AC,8,7F FF 00 00 00 00 00 2B
1778594384.044044,1866947.735752,1866947.734676,1.550515,0x1DC,7,02 02 F5 00 00 00 15
1778594384.044070,1866947.735778,1866947.734678,1.550541,0x1ED,3,01 FF 1C
1778594384.044161,1866947.735869,1866947.734693,1.550632,0x221,4,21 00 00 2E
1778594384.044186,1866947.735894,1866947.734694,1.550657,0x294,8,00 16 01 00 2A 43 00 2C
1778594384.044210,1866947.735918,1866947.734696,1.550681,0x295,4,00 00 00 26
1778594384.044298,1866947.736006,1866947.734708,1.550770,0x255,8,00 00 00 00 55 55 1F 37
1778594384.044415,1866947.736122,1866947.734719,1.550886,0x305,7,80 14 00 00 00 00 03
1778594384.231422,1866947.923131,1866947.922890,1.737894,0x91,8,80 33 88 06 05 00 00 14
1778594384.231538,1866947.923246,1866947.922904,1.738009,0x1A4,8,01 9E 00 00 00 00 00 2F
1778594384.231627,1866947.923336,1866947.922906,1.738099,0x1B0,7,80 0F 00 00 00 01 22
1778594384.231683,1866947.923392,1866947.922908,1.738155,0x1D0,8,00 00 00 00 00 00 00 0A
1778594384.231734,1866947.923442,1866947.922910,1.738205,0x156,6,FD 83 00 00 07 3B
1778594384.231781,1866947.923489,1866947.922912,1.738252,0x1EA,8,00 00 00 00 00 00 00 2D
1778594384.231826,1866947.923534,1866947.922914,1.738298,0x1AC,8,7F FF 00 00 00 00 00 2B
1778594384.231853,1866947.923561,1866947.922916,1.738325,0x130,8,00 00 00 00 00 00 04 2E
1778594384.231903,1866947.923611,1866947.922918,1.738375,0x158,8,00 00 00 00 00 00 16 21
1778594384.231958,1866947.923666,1866947.922920,1.738429,0x17C,8,00 00 02 EC 01 00 20 23
1778594384.232030,1866947.923739,1866947.922921,1.738502,0x191,8,01 00 00 A1 A1 01 7F 2D
1778594384.232124,1866947.923832,1866947.922922,1.738596,0x1DC,7,02 02 EC 00 00 00 1F
1778594384.232150,1866947.923858,1866947.922924,1.738621,0x1ED,3,01 FF 1C
1778594384.232192,1866947.923900,1866947.922929,1.738663,0x1AB,3,00 00 3F
1778594384.232280,1866947.923988,1866947.922937,1.738751,0x1A6,8,04 00 40 15 B8 01 00 32
1778594384.232305,1866947.924013,1866947.922938,1.738776,0x221,4,21 00 00 2E
1778594384.232330,1866947.924038,1866947.922940,1.738802,0x294,8,00 16 01 00 2A 43 00 2C
1778594384.232354,1866947.924062,1866947.922942,1.738826,0x295,4,00 00 00 26
1778594384.232376,1866947.924084,1866947.922943,1.738847,0x1FB,1,0D
1778594384.232401,1866947.924109,1866947.922946,1.738872,0x309,8,00 00 00 00 00 00 00 48
1778594384.232458,1866947.924166,1866947.922947,1.738929,0x372,2,20 0A
1778594384.232482,1866947.924190,1866947.922949,1.738953,0x374,7,57 00 00 00 00 00 0E
1778594384.232541,1866947.924249,1866947.922951,1.739012,0x37B,8,30 00 00 20 00 00 00 0E
1778594384.232592,1866947.924300,1866947.922952,1.739063,0x396,7,00 00 3B 57 00 00 0C
1778594384.232617,1866947.924325,1866947.922954,1.739088,0x428,7,00 00 00 00 00 00 0A
1778594384.232700,1866947.924409,1866947.922967,1.739172,0x255,8,00 00 00 00 55 55 23 33
1778594384.232816,1866947.924524,1866947.922977,1.739287,0x320,8,00 00 00 00 00 00 00 21
1778594384.232841,1866947.924549,1866947.922978,1.739313,0x324,8,7E 71 40 CD 00 00 00 23
1778594384.232900,1866947.924608,1866947.922979,1.739372,0x328,8,00 00 00 00 00 80 00 5E
1778594384.232926,1866947.924635,1866947.922981,1.739398,0x3D7,8,B0 00 00 00 00 00 00 33
1778594384.233008,1866947.924716,1866947.922994,1.739479,0x39,3,00 00 39
1778594384.233362,1866947.925070,1866947.923053,1.739833,0x305,7,80 14 00 00 00 00 21
1778594384.416567,1866948.108276,1866948.108048,1.923039,0x91,8,80 33 88 06 05 00 00 05
1778594384.416662,1866948.108370,1866948.108061,1.923133,0x156,6,FD 83 00 00 07 2C
1778594384.416725,1866948.108433,1866948.108063,1.923196,0x1AB,3,00 00 02
1778594384.416781,1866948.108489,1866948.108065,1.923253,0x130,8,00 00 00 00 00 00 04 1F
1778594384.416833,1866948.108541,1866948.108067,1.923304,0x158,8,00 00 00 00 00 00 16 12
1778594384.416888,1866948.108596,1866948.108069,1.923359,0x17C,8,00 00 02 F1 01 00 20 1E
1778594384.416961,1866948.108669,1866948.108071,1.923432,0x191,8,01 00 00 A1 A1 01 7F 1E
