time_wall,time_perf,arrival_perf,rel_time,trigger_can_id,vehicle_speed,vehicle_speed_age_ms,gas_pedal,gas_pedal_age_ms,brake_active,brake_active_age_ms,steer_angle,steer_angle_age_ms,wheel_speed_fl,wheel_speed_fl_age_ms,wheel_speed_fr,wheel_speed_fr_age_ms,wheel_speed_rl,wheel_speed_rl_age_ms,wheel_speed_rr,wheel_speed_rr_age_ms
1778594397.247121,1866960.938830,1866960.937905,14.753593,0x1A4,1.68,193.974,0,0.413,1,0.258,475.40000000000003,0.588,0.0,194.443,0.0,194.443,0.0,194.443,0.0,194.443
1778594397.247194,1866960.938902,1866960.937907,14.753665,0x1B0,1.68,194.046,0,0.485,1,0.330,475.40000000000003,0.660,0.0,194.515,0.0,194.515,0.0,194.515,0.0,194.515
1778594397.247251,1866960.938959,1866960.937909,14.753722,0x1D0,1.68,194.104,0,0.542,1,0.387,475.40000000000003,0.717,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594397.247306,1866960.939014,1866960.937911,14.753778,0x1EA,1.68,194.159,0,0.598,1,0.443,475.40000000000003,0.773,0.0,0.055,0.0,0.055,0.0,0.055,0.0,0.055
1778594397.247362,1866960.939070,1866960.937914,14.753833,0x1AC,1.68,194.215,0,0.653,1,0.498,475.40000000000003,0.828,0.0,0.111,0.0,0.111,0.0,0.111,0.0,0.111
1778594397.247388,1866960.939096,1866960.937916,14.753859,0x255,1.68,194.241,0,0.679,1,0.524,475.40000000000003,0.854,0.0,0.137,0.0,0.137,0.0,0.137,0.0,0.137
1778594397.247486,1866960.939194,1866960.937925,14.753957,0x1DC,1.68,194.339,0,0.777,1,0.622,475.40000000000003,0.952,0.0,0.235,0.0,0.235,0.0,0.235,0.0,0.235
1778594397.247528,1866960.939236,1866960.937926,14.753999,0x1ED,1.68,194.380,0,0.819,1,0.664,475.40000000000003,0.994,0.0,0.277,0.0,0.277,0.0,0.277,0.0,0.277
1778594397.247554,1866960.939262,1866960.937928,14.754025,0x320,1.68,194.406,0,0.845,1,0.690,475.40000000000003,1.020,0.0,0.303,0.0,0.303,0.0,0.303,0.0,0.303
1778594397.247579,1866960.939287,1866960.937929,14.754051,0x324,1.68,194.432,0,0.871,1,0.716,475.40000000000003,1.046,0.0,0.329,0.0,0.329,0.0,0.329,0.0,0.329
1778594397.247641,1866960.939349,1866960.937930,14.754112,0x328,1.68,194.494,0,0.932,1,0.777,475.40000000000003,1.107,0.0,0.390,0.0,0.390,0.0,0.390,0.0,0.390
1778594397.247683,1866960.939392,1866960.937932,14.754155,0x3D7,1.68,194.536,0,0.975,1,0.820,475.40000000000003,1.150,0.0,0.433,0.0,0.433,0.0,0.433,0.0,0.433
1778594397.247709,1866960.939417,1866960.937934,14.754180,0x400,1.68,194.561,0,1.000,1,0.845,475.40000000000003,1.175,0.0,0.458,0.0,0.458,0.0,0.458,0.0,0.458
1778594397.247741,1866960.939449,1866960.937935,14.754212,0x403,1.68,194.593,0,1.032,1,0.877,475.40000000000003,1.207,0.0,0.490,0.0,0.490,0.0,0.490,0.0,0.490
1778594397.247766,1866960.939474,1866960.937937,14.754237,0x40C,1.68,194.619,0,1.057,1,0.902,475.40000000000003,1.232,0.0,0.515,0.0,0.515,0.0,0.515,0.0,0.515
1778594397.247791,1866960.939499,1866960.937939,14.754262,0x40F,1.68,194.644,0,1.082,1,0.927,475.40000000000003,1.257,0.0,0.540,0.0,0.540,0.0,0.540,0.0,0.540
1778594397.247831,1866960.939539,1866960.937941,14.754303,0x454,1.68,194.684,0,1.123,1,0.968,475.40000000000003,1.298,0.0,0.580,0.0,0.580,0.0,0.580,0.0,0.580
1778594397.247856,1866960.939565,1866960.937942,14.754328,0x465,1.68,194.709,0,1.148,1,0.993,475.40000000000003,1.323,0.0,0.606,0.0,0.606,0.0,0.606,0.0,0.606
1778594397.247882,1866960.939590,1866960.937944,14.754354,0x39,1.68,194.735,0,1.174,1,1.019,475.40000000000003,1.349,0.0,0.631,0.0,0.631,0.0,0.631,0.0,0.631
1778594397.247981,1866960.939690,1866960.937960,14.754453,0x221,1.68,194.834,0,1.273,1,1.118,475.40000000000003,1.448,0.0,0.731,0.0,0.731,0.0,0.731,0.0,0.731
1778594397.248022,1866960.939730,1866960.937961,14.754493,0x294,1.68,194.875,0,1.313,1,1.158,475.40000000000003,1.488,0.0,0.771,0.0,0.771,0.0,0.771,0.0,0.771
1778594397.248046,1866960.939754,1866960.937963,14.754517,0x295,1.68,194.899,0,1.337,1,1.182,475.40000000000003,1.512,0.0,0.795,0.0,0.795,0.0,0.795,0.0,0.795
1778594397.248318,1866960.940027,1866960.938001,14.754790,0x305,1.68,195.171,0,1.610,1,1.455,475.40000000000003,1.785,0.0,1.068,0.0,1.068,0.0,1.068,0.0,1.068
1778594397.248638,1866960.940346,1866960.938041,14.755110,0x309,1.69,0.000,0,1.930,1,1.775,475.40000000000003,2.105,0.0,1.387,0.0,1.387,0.0,1.387,0.0,1.387
1778594397.248720,1866960.940428,1866960.938042,14.755191,0x372,1.69,0.081,0,2.011,1,1.856,475.40000000000003,2.186,0.0,1.469,0.0,1.469,0.0,1.469,0.0,1.469
1778594397.248757,1866960.940465,1866960.938044,14.755228,0x374,1.69,0.119,0,2.049,1,1.894,475.40000000000003,2.224,0.0,1.506,0.0,1.506,0.0,1.506,0.0,1.506
1778594397.248845,1866960.940553,1866960.938045,14.755317,0x37B,1.69,0.207,0,2.137,1,1.982,475.40000000000003,2.312,0.0,1.594,0.0,1.594,0.0,1.594,0.0,1.594
1778594397.248901,1866960.940610,1866960.938046,14.755373,0x396,1.69,0.263,0,2.193,1,2.038,475.40000000000003,2.368,0.0,1.651,0.0,1.651,0.0,1.651,0.0,1.651
1778594397.433745,1866961.125454,1866961.125213,14.940217,0x130,1.69,185.107,0,0.000,1,186.882,475.40000000000003,187.212,0.0,186.495,0.0,186.495,0.0,186.495,0.0,186.495
1778594397.433831,1866961.125539,1866961.125224,14.940302,0x158,1.69,185.193,0,0.086,1,186.968,475.40000000000003,187.297,0.0,186.580,0.0,186.580,0.0,186.580,0.0,186.580
1778594397.433891,1866961.125599,1866961.125226,14.940362,0x17C,1.69,185.252,0,0.145,1,0.000,475.40000000000003,187.357,0.0,186.640,0.0,186.640,0.0,186.640,0.0,186.640
1778594397.433973,1866961.125681,1866961.125228,14.940444,0x191,1.69,185.335,0,0.227,1,0.083,475.40000000000003,187.439,0.0,186.722,0.0,186.722,0.0,186.722,0.0,186.722
1778594397.434049,1866961.125757,1866961.125247,14.940521,0x1DC,1.69,185.411,0,0.304,1,0.159,475.40000000000003,187.516,0.0,186.798,0.0,186.798,0.0,186.798,0.0,186.798
1778594397.434082,1866961.125790,1866961.125249,14.940553,0x1ED,1.69,185.443,0,0.336,1,0.191,475.40000000000003,187.548,0.0,186.831,0.0,186.831,0.0,186.831,0.0,186.831
1778594397.434108,1866961.125816,1866961.125250,14.940579,0x91,1.69,185.470,0,0.363,1,0.218,475.40000000000003,187.574,0.0,186.857,0.0,186.857,0.0,186.857,0.0,186.857
1778594397.434153,1866961.125861,1866961.125252,14.940624,0x156,1.69,185.514,0,0.407,1,0.262,475.40000000000003,0.000,0.0,186.902,0.0,186.902,0.0,186.902,0.0,186.902
1778594397.434199,1866961.125907,1866961.125254,14.940670,0x1AB,1.69,185.561,0,0.454,1,0.309,475.40000000000003,0.046,0.0,186.948,0.0,186.948,0.0,186.948,0.0,186.948
1778594397.434286,1866961.125994,1866961.125261,14.940757,0x1FB,1.69,185.647,0,0.540,1,0.395,475.40000000000003,0.133,0.0,187.035,0.0,187.035,0.0,187.035,0.0,187.035
1778594397.434312,1866961.126020,1866961.125262,14.940783,0x1A6,1.69,185.674,0,0.567,1,0.422,475.40000000000003,0.159,0.0,187.061,0.0,187.061,0.0,187.061,0.0,187.061
1778594397.434382,1866961.126090,1866961.125265,14.940853,0x1A4,1.69,185.744,0,0.637,1,0.492,475.40000000000003,0.229,0.0,187.131,0.0,187.131,0.0,187.131,0.0,187.131
1778594397.434445,1866961.126153,1866961.125267,14.940917,0x1B0,1.69,185.807,0,0.700,1,0.555,475.40000000000003,0.293,0.0,187.194,0.0,187.194,0.0,187.194,0.0,187.194
1778594397.434501,1866961.126209,1866961.125268,14.940972,0x1D0,1.69,185.862,0,0.755,1,0.610,475.40000000000003,0.348,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594397.434556,1866961.126264,1866961.125269,14.941027,0x1EA,1.69,185.917,0,0.810,1,0.665,475.40000000000003,0.403,0.0,0.055,0.0,0.055,0.0,0.055,0.0,0.055
1778594397.434610,1866961.126319,1866961.125272,14.941082,0x1AC,1.69,185.972,0,0.865,1,0.720,475.40000000000003,0.458,0.0,0.110,0.0,0.110,0.0,0.110,0.0,0.110
1778594397.434637,1866961.126345,1866961.125273,14.941108,0x255,1.69,185.999,0,0.892,1,0.747,475.40000000000003,0.484,0.0,0.136,0.0,0.136,0.0,0.136,0.0,0.136
1778594397.434749,1866961.126457,1866961.125283,14.941220,0x320,1.69,186.111,0,1.004,1,0.859,475.40000000000003,0.596,0.0,0.248,0.0,0.248,0.0,0.248,0.0,0.248
1778594397.434775,1866961.126484,1866961.125285,14.941247,0x324,1.69,186.137,0,1.030,1,0.885,475.40000000000003,0.623,0.0,0.275,0.0,0.275,0.0,0.275,0.0,0.275
1778594397.434835,1866961.126543,1866961.125286,14.941306,0x328,1.69,186.196,0,1.089,1,0.944,475.40000000000003,0.682,0.0,0.334,0.0,0.334,0.0,0.334,0.0,0.334
1778594397.434861,1866961.126569,1866961.125288,14.941332,0x3D7,1.69,186.223,0,1.115,1,0.971,475.40000000000003,0.708,0.0,0.360,0.0,0.360,0.0,0.360,0.0,0.360
1778594397.434886,1866961.126594,1866961.125289,14.941357,0x39,1.69,186.248,0,1.140,1,0.995,475.40000000000003,0.733,0.0,0.385,0.0,0.385,0.0,0.385,0.0,0.385
1778594397.434992,1866961.126701,1866961.125301,14.941464,0x221,1.69,186.354,0,1.247,1,1.102,475.40000000000003,0.840,0.0,0.492,0.0,0.492,0.0,0.492,0.0,0.492
1778594397.435019,1866961.126727,1866961.125303,14.941491,0x294,1.69,186.381,0,1.274,1,1.129,475.40000000000003,0.866,0.0,0.518,0.0,0.518,0.0,0.518,0.0,0.518
1778594397.435045,1866961.126753,1866961.125304,14.941516,0x295,1.69,186.406,0,1.299,1,1.154,475.40000000000003,0.892,0.0,0.544,0.0,0.544,0.0,0.544,0.0,0.544
1778594397.435261,1866961.126970,1866961.125354,14.941733,0x305,1.69,186.623,0,1.516,1,1.371,475.40000000000003,1.109,0.0,0.761,0.0,0.761,0.0,0.761,0.0,0.761
1778594397.435506,1866961.127215,1866961.125382,14.941978,0x45B,1.69,186.868,0,1.761,1,1.616,475.40000000000003,1.354,0.0,1.006,0.0,1.006,0.0,1.006,0.0,1.006
1778594397.435569,1866961.127277,1866961.125389,14.942040,0x309,1.73,0.000,0,1.824,1,1.679,475.40000000000003,1.416,0.0,1.068,0.0,1.068,0.0,1.068,0.0,1.068
1778594397.435627,1866961.127335,1866961.125390,14.942098,0x372,1.73,0.058,0,1.882,1,1.737,475.40000000000003,1.474,0.0,1.126,0.0,1.126,0.0,1.126,0.0,1.126
1778594397.435652,1866961.127360,1866961.125391,14.942124,0x374,1.73,0.083,0,1.907,1,1.762,475.40000000000003,1.499,0.0,1.151,0.0,1.151,0.0,1.151,0.0,1.151
1778594397.435721,1866961.127429,1866961.125394,14.942192,0x396,1.73,0.152,0,1.976,1,1.831,475.40000000000003,1.568,0.0,1.220,0.0,1.220,0.0,1.220,0.0,1.220
1778594397.435757,1866961.127465,1866961.125396,14.942228,0x428,1.73,0.188,0,2.012,1,1.867,475.40000000000003,1.604,0.0,1.256,0.0,1.256,0.0,1.256,0.0,1.256
1778594397.435807,1866961.127516,1866961.125400,14.942279,0x37B,1.73,0.239,0,2.062,1,1.917,475.40000000000003,1.655,0.0,1.307,0.0,1.307,0.0,1.307,0.0,1.307
1778594397.609329,1866961.301037,1866961.300804,15.115800,0x39,1.73,173.760,0,175.584,1,175.439,475.40000000000003,175.176,0.0,174.828,0.0,174.828,0.0,174.828,0.0,174.828
1778594397.609389,1866961.301097,1866961.300818,15.115860,0x91,1.73,173.820,0,175.644,1,175.499,475.40000000000003,175.236,0.0,174.888,0.0,174.888,0.0,174.888,0.0,174.888
1778594397.609461,1866961.301169,1866961.300820,15.115933,0x156,1.73,173.892,0,175.716,1,175.571,475.40000000000003,0.000,0.0,174.960,0.0,174.960,0.0,174.960,0.0,174.960
1778594397.609511,1866961.301219,1866961.300822,15.115982,0x1AB,1.73,173.942,0,175.765,1,175.620,475.40000000000003,0.049,0.0,175.010,0.0,175.010,0.0,175.010,0.0,175.010
1778594397.609574,1866961.301282,1866961.300824,15.116045,0x130,1.73,174.005,0,0.000,1,175.683,475.40000000000003,0.112,0.0,175.073,0.0,175.073,0.0,175.073,0.0,175.073
1778594397.609625,1866961.301333,1866961.300825,15.116096,0x158,1.73,174.056,0,0.051,1,175.734,475.40000000000003,0.163,0.0,175.124,0.0,175.124,0.0,175.124,0.0,175.124
1778594397.609679,1866961.301387,1866961.300827,15.116150,0x17C,1.73,174.110,0,0.105,1,0.000,475.40000000000003,0.218,0.0,175.178,0.0,175.178,0.0,175.178,0.0,175.178
1778594397.609748,1866961.301457,1866961.300829,15.116220,0x191,1.73,174.180,0,0.175,1,0.070,475.40000000000003,0.287,0.0,175.248,0.0,175.248,0.0,175.248,0.0,175.248
1778594397.609820,1866961.301528,1866961.300831,15.116291,0x1FB,1.73,174.251,0,0.247,1,0.141,475.40000000000003,0.359,0.0,175.319,0.0,175.319,0.0,175.319,0.0,175.319
1778594397.609846,1866961.301554,1866961.300833,15.116318,0x1A6,1.73,174.277,0,0.273,1,0.167,475.40000000000003,0.385,0.0,175.345,0.0,175.345,0.0,175.345,0.0,175.345
1778594397.609871,1866961.301580,1866961.300835,15.116343,0x221,1.73,174.302,0,0.298,1,0.192,475.40000000000003,0.410,0.0,175.371,0.0,175.371,0.0,175.371,0.0,175.371
1778594397.609898,1866961.301606,1866961.300837,15.116369,0x294,1.73,174.329,0,0.324,1,0.219,475.40000000000003,0.436,0.0,175.397,0.0,175.397,0.0,175.397,0.0,175.397
1778594397.609923,1866961.301631,1866961.300839,15.116394,0x295,1.73,174.354,0,0.349,1,0.244,475.40000000000003,0.461,0.0,175.422,0.0,175.422,0.0,175.422,0.0,175.422
1778594397.609958,1866961.301667,1866961.300843,15.116430,0x1A4,1.73,174.389,0,0.385,1,0.279,475.40000000000003,0.497,0.0,175.458,0.0,175.458,0.0,175.458,0.0,175.458
1778594397.610018,1866961.301726,1866961.300844,15.116489,0x1B0,1.73,174.449,0,0.444,1,0.339,475.40000000000003,0.557,0.0,175.517,0.0,175.517,0.0,175.517,0.0,175.517
1778594397.610070,1866961.301778,1866961.300846,15.116541,0x1D0,1.73,174.501,0,0.496,1,0.391,475.40000000000003,0.608,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594397.610118,1866961.301827,1866961.300847,15.116590,0x1EA,1.73,174.549,0,0.545,1,0.439,475.40000000000003,0.657,0.0,0.049,0.0,0.049,0.0,0.049,0.0,0.049
1778594397.610174,1866961.301882,1866961.300851,15.116645,0x1AC,1.73,174.605,0,0.600,1,0.495,475.40000000000003,0.713,0.0,0.104,0.0,0.104,0.0,0.104,0.0,0.104
1778594397.610237,1866961.301945,1866961.300862,15.116708,0x1DC,1.73,174.668,0,0.663,1,0.558,475.40000000000003,0.775,0.0,0.167,0.0,0.167,0.0,0.167,0.0,0.167
1778594397.610261,1866961.301970,1866961.300864,15.116733,0x1ED,1.73,174.692,0,0.688,1,0.582,475.40000000000003,0.800,0.0,0.192,0.0,0.192,0.0,0.192,0.0,0.192
1778594397.610414,1866961.302122,1866961.300891,15.116886,0x255,1.73,174.845,0,0.841,1,0.735,475.40000000000003,0.953,0.0,0.344,0.0,0.344,0.0,0.344,0.0,0.344
1778594397.610527,1866961.302235,1866961.300903,15.116998,0x320,1.73,174.958,0,0.953,1,0.848,475.40000000000003,1.066,0.0,0.457,0.0,0.457,0.0,0.457,0.0,0.457
1778594397.610554,1866961.302262,1866961.300904,15.117025,0x324,1.73,174.985,0,0.980,1,0.875,475.40000000000003,1.092,0.0,0.484,0.0,0.484,0.0,0.484,0.0,0.484
1778594397.610616,1866961.302324,1866961.300906,15.117088,0x328,1.73,175.047,0,1.043,1,0.937,475.40000000000003,1.155,0.0,0.547,0.0,0.547,0.0,0.547,0.0,0.547
1778594397.610643,1866961.302351,1866961.300908,15.117114,0x3D7,1.73,175.074,0,1.069,1,0.964,475.40000000000003,1.182,0.0,0.573,0.0,0.573,0.0,0.573,0.0,0.573
1778594397.610932,1866961.302640,1866961.300959,15.117404,0x305,1.73,175.363,0,1.359,1,1.253,475.40000000000003,1.471,0.0,0.862,0.0,0.862,0.0,0.862,0.0,0.862
1778594397.810826,1866961.502534,1866961.502313,15.317297,0x1ED,1.73,375.257,0,201.253,1,201.147,475.40000000000003,201.365,0.0,200.756,0.0,200.756,0.0,200.756,0.0,200.756
1778594397.810896,1866961.502604,1866961.502326,15.317368,0x91,1.73,375.327,0,201.323,1,201.217,475.40000000000003,201.435,0.0,200.826,0.0,200.826,0.0,200.826,0.0,200.826
1778594397.810957,1866961.502665,1866961.502328,15.317429,0x156,1.73,375.388,0,201.384,1,201.278,475.40000000000003,0.000,0.0,200.888,0.0,200.888,0.0,200.888,0.0,200.888
1778594397.811009,1866961.502717,1866961.502329,15.317480,0x1AB,1.73,375.440,0,201.435,1,201.330,475.40000000000003,0.051,0.0,200.939,0.0,200.939,0.0,200.939,0.0,200.939
1778594397.811066,1866961.502774,1866961.502331,15.317537,0x130,1.73,375.497,0,0.000,1,201.387,475.40000000000003,0.108,0.0,200.996,0.0,200.996,0.0,200.996,0.0,200.996
1778594397.811118,1866961.502826,1866961.502333,15.317590,0x158,1.73,375.549,0,0.053,1,201.439,475.40000000000003,0.161,0.0,201.049,0.0,201.049,0.0,201.049,0.0,201.049
1778594397.811174,1866961.502883,1866961.502334,15.317646,0x17C,1.73,375.606,0,0.109,1,0.000,475.40000000000003,0.217,0.0,201.105,0.0,201.105,0.0,201.105,0.0,201.105
1778594397.811249,1866961.502958,1866961.502336,15.317721,0x191,1.73,375.680,0,0.184,1,0.075,475.40000000000003,0.292,0.0,201.180,0.0,201.180,0.0,201.180,0.0,201.180
1778594397.811338,1866961.503047,1866961.502337,15.317810,0x45B,1.73,375.770,0,0.273,1,0.164,475.40000000000003,0.381,0.0,201.269,0.0,201.269,0.0,201.269,0.0,201.269
1778594397.811363,1866961.503071,1866961.502339,15.317834,0x1FB,1.73,375.794,0,0.297,1,0.188,475.40000000000003,0.406,0.0,201.293,0.0,201.293,0.0,201.293,0.0,201.293
1778594397.811389,1866961.503097,1866961.502340,15.317861,0x1A6,1.73,375.820,0,0.323,1,0.215,475.40000000000003,0.432,0.0,201.319,0.0,201.319,0.0,201.319,0.0,201.319
1778594397.811425,1866961.503133,1866961.502344,15.317897,0x372,1.73,375.856,0,0.359,1,0.251,475.40000000000003,0.468,0.0,201.355,0.0,201.355,0.0,201.355,0.0,201.355
1778594397.811451,1866961.503159,1866961.502345,15.317922,0x1A4,1.73,375.882,0,0.385,1,0.277,475.40000000000003,0.494,0.0,201.381,0.0,201.381,0.0,201.381,0.0,201.381
1778594397.811528,1866961.503237,1866961.502348,15.318000,0x374,1.73,375.959,0,0.463,1,0.354,475.40000000000003,0.571,0.0,201.459,0.0,201.459,0.0,201.459,0.0,201.459
1778594397.811590,1866961.503298,1866961.502349,15.318061,0x1B0,1.73,376.021,0,0.524,1,0.416,475.40000000000003,0.633,0.0,201.520,0.0,201.520,0.0,201.520,0.0,201.520
1778594397.811641,1866961.503349,1866961.502351,15.318112,0x37B,1.73,376.072,0,0.575,1,0.467,475.40000000000003,0.684,0.0,201.571,0.0,201.571,0.0,201.571,0.0,201.571
1778594397.811705,1866961.503413,1866961.502354,15.318176,0x1D0,1.73,376.136,0,0.639,1,0.530,475.40000000000003,0.747,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594397.811753,1866961.503461,1866961.502356,15.318224,0x396,1.73,376.184,0,0.687,1,0.578,475.40000000000003,0.795,0.0,0.048,0.0,0.048,0.0,0.048,0.0,0.048
1778594397.811779,1866961.503487,1866961.502357,15.318250,0x1EA,1.73,376.210,0,0.713,1,0.604,475.40000000000003,0.821,0.0,0.074,0.0,0.074,0.0,0.074,0.0,0.074
1778594397.811824,1866961.503532,1866961.502359,15.318295,0x428,1.73,376.255,0,0.758,1,0.649,475.40000000000003,0.866,0.0,0.119,0.0,0.119,0.0,0.119,0.0,0.119
1778594397.811850,1866961.503558,1866961.502360,15.318321,0x1AC,1.73,376.281,0,0.784,1,0.675,475.40000000000003,0.892,0.0,0.145,0.0,0.145,0.0,0.145,0.0,0.145
1778594397.811876,1866961.503584,1866961.502361,15.318347,0x309,1.57,0.000,0,0.810,1,0.701,475.40000000000003,0.918,0.0,0.171,0.0,0.171,0.0,0.171,0.0,0.171
1778594397.811934,1866961.503642,1866961.502363,15.318406,0x255,1.57,0.058,0,0.868,1,0.760,475.40000000000003,0.977,0.0,0.230,0.0,0.230,0.0,0.230,0.0,0.230
1778594397.812032,1866961.503740,1866961.502371,15.318504,0x1DC,1.57,0.157,0,0.967,1,0.858,475.40000000000003,1.075,0.0,0.328,0.0,0.328,0.0,0.328,0.0,0.328
1778594397.812064,1866961.503772,1866961.502374,15.318535,0x39,1.57,0.188,0,0.998,1,0.889,475.40000000000003,1.106,0.0,0.359,0.0,0.359,0.0,0.359,0.0,0.359
1778594397.812171,1866961.503879,1866961.502391,15.318642,0x294,1.57,0.295,0,1.105,1,0.996,475.40000000000003,1.213,0.0,0.466,0.0,0.466,0.0,0.466,0.0,0.466
1778594397.812206,1866961.503914,1866961.502394,15.318677,0x295,1.57,0.330,0,1.140,1,1.031,475.40000000000003,1.248,0.0,0.501,0.0,0.501,0.0,0.501,0.0,0.501
1778594397.812254,1866961.503962,1866961.502400,15.318725,0x221,1.57,0.378,0,1.188,1,1.079,475.40000000000003,1.297,0.0,0.549,0.0,0.549,0.0,0.549,0.0,0.549
1778594397.812368,1866961.504076,1866961.502416,15.318839,0x551,1.57,0.492,0,1.302,1,1.193,475.40000000000003,1.410,0.0,0.663,0.0,0.663,0.0,0.663,0.0,0.663
1778594397.812556,1866961.504264,1866961.502445,15.319028,0x320,1.57,0.681,0,1.491,1,1.382,475.40000000000003,1.599,0.0,0.852,0.0,0.852,0.0,0.852,0.0,0.852
1778594397.812584,1866961.504292,1866961.502447,15.319056,0x324,1.57,0.708,0,1.518,1,1.410,475.40000000000003,1.627,0.0,0.880,0.0,0.880,0.0,0.880,0.0,0.880
1778594397.812642,1866961.504350,1866961.502448,15.319113,0x328,1.57,0.766,0,1.576,1,1.468,475.40000000000003,1.685,0.0,0.938,0.0,0.938,0.0,0.938,0.0,0.938
1778594397.812670,1866961.504378,1866961.502450,15.319141,0x3D7,1.57,0.794,0,1.604,1,1.495,475.40000000000003,1.712,0.0,0.965,0.0,0.965,0.0,0.965,0.0,0.965
1778594397.812694,1866961.504402,1866961.502451,15.319165,0x400,1.57,0.818,0,1.628,1,1.520,475.40000000000003,1.737,0.0,0.989,0.0,0.989,0.0,0.989,0.0,0.989
1778594397.812722,1866961.504430,1866961.502452,15.319193,0x403,1.57,0.846,0,1.656,1,1.548,475.40000000000003,1.765,0.0,1.017,0.0,1.017,0.0,1.017,0.0,1.017
1778594397.812747,1866961.504455,1866961.502453,15.319219,0x40C,1.57,0.872,0,1.681,1,1.573,475.40000000000003,1.790,0.0,1.043,0.0,1.043,0.0,1.043,0.0,1.043
1778594397.812773,1866961.504481,1866961.502455,15.319244,0x40F,1.57,0.897,0,1.707,1,1.598,475.40000000000003,1.815,0.0,1.068,0.0,1.068,0.0,1.068,0.0,1.068
1778594397.812798,1866961.504506,1866961.502456,15.319270,0x454,1.57,0.922,0,1.732,1,1.624,475.40000000000003,1.841,0.0,1.094,0.0,1.094,0.0,1.094,0.0,1.094
1778594397.812824,1866961.504532,1866961.502457,15.319295,0x465,1.57,0.948,0,1.758,1,1.650,475.40000000000003,1.867,0.0,1.120,0.0,1.120,0.0,1.120,0.0,1.120
1778594397.999895,1866961.691603,1866961.691482,15.506366,0x91,1.57,188.019,0,188.829,1,188.720,475.40000000000003,188.937,0.0,188.190,0.0,188.190,0.0,188.190,0.0,188.190
1778594398.000222,1866961.691930,1866961.691494,15.506693,0x156,1.57,188.346,0,189.156,1,189.047,475.40000000000003,0.000,0.0,188.517,0.0,188.517,0.0,188.517,0.0,188.517
1778594398.000291,1866961.691999,1866961.691496,15.506762,0x1AB,1.57,188.415,0,189.225,1,189.116,475.40000000000003,0.069,0.0,188.586,0.0,188.586,0.0,188.586,0.0,188.586
1778594398.000348,1866961.692056,1866961.691499,15.506820,0x130,1.57,188.473,0,0.000,1,189.174,475.40000000000003,0.126,0.0,188.644,0.0,188.644,0.0,188.644,0.0,188.644
1778594398.000403,1866961.692111,1866961.691501,15.506874,0x158,1.57,188.527,0,0.054,1,189.228,475.40000000000003,0.181,0.0,188.698,0.0,188.698,0.0,188.698,0.0,188.698
1778594398.000458,1866961.692166,1866961.691503,15.506929,0x17C,1.57,188.582,0,0.110,1,0.000,475.40000000000003,0.236,0.0,188.753,0.0,188.753,0.0,188.753,0.0,188.753
1778594398.000531,1866961.692239,1866961.691504,15.507002,0x191,1.57,188.655,0,0.183,1,0.073,475.40000000000003,0.309,0.0,188.826,0.0,188.826,0.0,188.826,0.0,188.826
1778594398.000603,1866961.692312,1866961.691506,15.507075,0x1FB,1.57,188.728,0,0.255,1,0.145,475.40000000000003,0.382,0.0,188.899,0.0,188.899,0.0,188.899,0.0,188.899
1778594398.000628,1866961.692337,1866961.691507,15.507100,0x555,1.57,188.753,0,0.280,1,0.171,475.40000000000003,0.407,0.0,188.924,0.0,188.924,0.0,188.924,0.0,188.924
1778594398.000676,1866961.692384,1866961.691511,15.507147,0x1A4,1.57,188.800,0,0.328,1,0.218,475.40000000000003,0.454,0.0,188.971,0.0,188.971,0.0,188.971,0.0,188.971
1778594398.000748,1866961.692457,1866961.691512,15.507220,0x1A6,1.57,188.873,0,0.400,1,0.290,475.40000000000003,0.527,0.0,189.044,0.0,189.044,0.0,189.044,0.0,189.044
1778594398.000778,1866961.692486,1866961.691513,15.507249,0x1B0,1.57,188.902,0,0.430,1,0.320,475.40000000000003,0.556,0.0,189.073,0.0,189.073,0.0,189.073,0.0,189.073
1778594398.000829,1866961.692538,1866961.691515,15.507301,0x372,1.57,188.954,0,0.481,1,0.371,475.40000000000003,0.608,0.0,189.125,0.0,189.125,0.0,189.125,0.0,189.125
1778594398.000856,1866961.692564,1866961.691516,15.507327,0x1D0,1.57,188.980,0,0.507,1,0.398,475.40000000000003,0.634,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594398.000914,1866961.692623,1866961.691519,15.507386,0x1EA,1.57,189.039,0,0.566,1,0.456,475.40000000000003,0.693,0.0,0.059,0.0,0.059,0.0,0.059,0.0,0.059
1778594398.000965,1866961.692673,1866961.691520,15.507436,0x374,1.57,189.089,0,0.617,1,0.507,475.40000000000003,0.743,0.0,0.109,0.0,0.109,0.0,0.109,0.0,0.109
1778594398.001026,1866961.692734,1866961.691521,15.507497,0x1AC,1.57,189.150,0,0.677,1,0.568,475.40000000000003,0.804,0.0,0.170,0.0,0.170,0.0,0.170,0.0,0.170
1778594398.001053,1866961.692761,1866961.691522,15.507524,0x37B,1.57,189.177,0,0.705,1,0.595,475.40000000000003,0.831,0.0,0.197,0.0,0.197,0.0,0.197,0.0,0.197
