time_wall,time_perf,arrival_perf,rel_time,trigger_can_id,vehicle_speed,vehicle_speed_age_ms,gas_pedal,gas_pedal_age_ms,brake_active,brake_active_age_ms,steer_angle,steer_angle_age_ms,wheel_speed_fl,wheel_speed_fl_age_ms,wheel_speed_fr,wheel_speed_fr_age_ms,wheel_speed_rl,wheel_speed_rl_age_ms,wheel_speed_rr,wheel_speed_rr_age_ms
1778594382.838413,1866946.530121,1866946.529654,0.344884,0x130,,,0,0.000,,,,,,,,,,,,
1778594382.838512,1866946.530220,1866946.529673,0.344984,0x158,,,0,0.099,,,,,,,,,,,,
1778594382.838582,1866946.530290,1866946.529678,0.345053,0x17C,,,0,0.169,1,0.000,,,,,,,,,,
1778594382.838670,1866946.530378,1866946.529681,0.345141,0x191,,,0,0.257,1,0.088,,,,,,,,,,
1778594382.838746,1866946.530454,1866946.529682,0.345217,0x1DC,,,0,0.333,1,0.164,,,,,,,,,,
1778594382.838769,1866946.530477,1866946.529684,0.345241,0x1ED,,,0,0.356,1,0.188,,,,,,,,,,
1778594382.838793,1866946.530501,1866946.529685,0.345264,0x1A6,,,0,0.380,1,0.211,,,,,,,,,,
1778594382.838814,1866946.530523,1866946.529686,0.345286,0x221,,,0,0.402,1,0.233,,,,,,,,,,
1778594382.838837,1866946.530545,1866946.529688,0.345308,0x91,,,0,0.424,1,0.256,,,,,,,,,,
1778594382.838886,1866946.530595,1866946.529689,0.345358,0x294,,,0,0.473,1,0.305,,,,,,,,,,
1778594382.838917,1866946.530625,1866946.529690,0.345388,0x295,,,0,0.504,1,0.336,,,,,,,,,,
1778594382.838953,1866946.530661,1866946.529692,0.345424,0x156,,,0,0.540,1,0.371,63.7,0.000,,,,,,,,
1778594382.839002,1866946.530710,1866946.529693,0.345473,0x1AB,,,0,0.589,1,0.420,63.7,0.049,,,,,,,,
1778594382.839152,1866946.530860,1866946.529700,0.345623,0x1FB,,,0,0.739,1,0.571,63.7,0.199,,,,,,,,
1778594382.839194,1866946.530902,1866946.529702,0.345665,0x1A4,,,0,0.781,1,0.612,63.7,0.241,,,,,,,,
1778594382.839280,1866946.530988,1866946.529704,0.345751,0x1B0,,,0,0.867,1,0.698,63.7,0.327,,,,,,,,
1778594382.839331,1866946.531039,1866946.529705,0.345803,0x1D0,,,0,0.918,1,0.750,63.7,0.378,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594382.839407,1866946.531115,1866946.529708,0.345878,0x1EA,,,0,0.994,1,0.825,63.7,0.454,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075
1778594382.839472,1866946.531180,1866946.529709,0.345943,0x1AC,,,0,1.059,1,0.891,63.7,0.519,0.0,0.141,0.0,0.141,0.0,0.141,0.0,0.141
1778594382.839512,1866946.531220,1866946.529711,0.345984,0x255,,,0,1.099,1,0.931,63.7,0.560,0.0,0.181,0.0,0.181,0.0,0.181,0.0,0.181
1778594382.839712,1866946.531420,1866946.529720,0.346183,0x305,,,0,1.299,1,1.130,63.7,0.759,0.0,0.380,0.0,0.380,0.0,0.380,0.0,0.380
1778594382.839905,1866946.531613,1866946.529732,0.346376,0x39,,,0,1.492,1,1.324,63.7,0.952,0.0,0.574,0.0,0.574,0.0,0.574,0.0,0.574
1778594382.840040,1866946.531748,1866946.529743,0.346512,0x406,,,0,1.627,1,1.459,63.7,1.088,0.0,0.709,0.0,0.709,0.0,0.709,0.0,0.709
1778594382.840383,1866946.532091,1866946.529782,0.346854,0x372,,,0,1.970,1,1.802,63.7,1.430,0.0,1.052,0.0,1.052,0.0,1.052,0.0,1.052
1778594382.840423,1866946.532132,1866946.529783,0.346895,0x309,0.0,0.000,0,2.011,1,1.842,63.7,1.471,0.0,1.092,0.0,1.092,0.0,1.092,0.0,1.092
1778594382.840488,1866946.532196,1866946.529784,0.346959,0x374,0.0,0.064,0,2.075,1,1.906,63.7,1.535,0.0,1.157,0.0,1.157,0.0,1.157,0.0,1.157
1778594382.840591,1866946.532299,1866946.529787,0.347062,0x396,0.0,0.167,0,2.178,1,2.009,63.7,1.638,0.0,1.260,0.0,1.260,0.0,1.260,0.0,1.260
1778594382.840626,1866946.532334,1866946.529789,0.347097,0x428,0.0,0.202,0,2.213,1,2.044,63.7,1.673,0.0,1.295,0.0,1.295,0.0,1.295,0.0,1.295
1778594382.840653,1866946.532361,1866946.529790,0.347124,0x37B,0.0,0.229,0,2.240,1,2.071,63.7,1.700,0.0,1.321,0.0,1.321,0.0,1.321,0.0,1.321
1778594382.840900,1866946.532608,1866946.529812,0.347371,0x320,0.0,0.477,0,2.487,1,2.319,63.7,1.947,0.0,1.569,0.0,1.569,0.0,1.569,0.0,1.569
1778594382.840929,1866946.532637,1866946.529814,0.347400,0x324,0.0,0.505,0,2.516,1,2.347,63.7,1.976,0.0,1.597,0.0,1.597,0.0,1.597,0.0,1.597
1778594382.841004,1866946.532712,1866946.529815,0.347475,0x328,0.0,0.580,0,2.591,1,2.422,63.7,2.051,0.0,1.673,0.0,1.673,0.0,1.673,0.0,1.673
1778594382.841826,1866946.533534,1866946.529918,0.348297,0x45B,0.0,1.402,0,3.413,1,3.245,63.7,2.873,0.0,2.495,0.0,2.495,0.0,2.495,0.0,2.495
1778594382.933731,1866946.625440,1866946.625300,0.440203,0x396,0.0,93.308,0,95.319,1,95.150,63.7,94.779,0.0,94.400,0.0,94.400,0.0,94.400,0.0,94.400
1778594382.933801,1866946.625509,1866946.625310,0.440272,0x551,0.0,93.377,0,95.388,1,95.220,63.7,94.848,0.0,94.470,0.0,94.470,0.0,94.470,0.0,94.470
1778594382.933846,1866946.625554,1866946.625312,0.440318,0x130,0.0,93.423,0,0.000,1,95.265,63.7,94.894,0.0,94.515,0.0,94.515,0.0,94.515,0.0,94.515
1778594382.933941,1866946.625649,1866946.625314,0.440412,0x158,0.0,93.517,0,0.095,1,95.360,63.7,94.988,0.0,94.610,0.0,94.610,0.0,94.610,0.0,94.610
1778594382.934027,1866946.625735,1866946.625316,0.440498,0x17C,0.0,93.603,0,0.180,1,0.000,63.7,95.074,0.0,94.695,0.0,94.695,0.0,94.695,0.0,94.695
1778594382.934153,1866946.625861,1866946.625317,0.440625,0x191,0.0,93.730,0,0.307,1,0.126,63.7,95.200,0.0,94.822,0.0,94.822,0.0,94.822,0.0,94.822
1778594382.934267,1866946.625975,1866946.625319,0.440738,0x1FB,0.0,93.843,0,0.421,1,0.240,63.7,95.314,0.0,94.936,0.0,94.936,0.0,94.936,0.0,94.936
1778594382.934308,1866946.626016,1866946.625320,0.440779,0x91,0.0,93.884,0,0.462,1,0.281,63.7,95.355,0.0,94.977,0.0,94.977,0.0,94.977,0.0,94.977
1778594382.934378,1866946.626086,1866946.625322,0.440849,0x1A4,0.0,93.954,0,0.531,1,0.351,63.7,95.425,0.0,95.046,0.0,95.046,0.0,95.046,0.0,95.046
1778594382.934470,1866946.626178,1866946.625324,0.440942,0x1B0,0.0,94.047,0,0.624,1,0.444,63.7,95.517,0.0,95.139,0.0,95.139,0.0,95.139,0.0,95.139
1778594382.934553,1866946.626261,1866946.625325,0.441024,0x1D0,0.0,94.129,0,0.706,1,0.526,63.7,95.600,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594382.934630,1866946.626338,1866946.625326,0.441102,0x156,0.0,94.207,0,0.784,1,0.603,63.7,0.000,0.0,0.077,0.0,0.077,0.0,0.077,0.0,0.077
1778594382.934704,1866946.626412,1866946.625328,0.441176,0x1EA,0.0,94.281,0,0.858,1,0.678,63.7,0.074,0.0,0.152,0.0,0.152,0.0,0.152,0.0,0.152
1778594382.934773,1866946.626481,1866946.625329,0.441244,0x1AC,0.0,94.349,0,0.927,1,0.746,63.7,0.143,0.0,0.220,0.0,0.220,0.0,0.220,0.0,0.220
1778594382.934816,1866946.626524,1866946.625330,0.441287,0x255,0.0,94.392,0,0.970,1,0.789,63.7,0.186,0.0,0.263,0.0,0.263,0.0,0.263,0.0,0.263
1778594382.934963,1866946.626671,1866946.625337,0.441434,0x1DC,0.0,94.539,0,1.116,1,0.936,63.7,0.332,0.0,0.410,0.0,0.410,0.0,0.410,0.0,0.410
1778594382.934989,1866946.626697,1866946.625339,0.441460,0x1ED,0.0,94.565,0,1.143,1,0.962,63.7,0.359,0.0,0.436,0.0,0.436,0.0,0.436,0.0,0.436
1778594382.935027,1866946.626736,1866946.625340,0.441499,0x320,0.0,94.604,0,1.181,1,1.001,63.7,0.397,0.0,0.475,0.0,0.475,0.0,0.475,0.0,0.475
1778594382.935070,1866946.626778,1866946.625341,0.441542,0x324,0.0,94.647,0,1.224,1,1.044,63.7,0.440,0.0,0.518,0.0,0.518,0.0,0.518,0.0,0.518
1778594382.935147,1866946.626855,1866946.625343,0.441618,0x328,0.0,94.723,0,1.301,1,1.120,63.7,0.517,0.0,0.594,0.0,0.594,0.0,0.594,0.0,0.594
1778594382.935181,1866946.626889,1866946.625344,0.441653,0x3D7,0.0,94.758,0,1.335,1,1.154,63.7,0.551,0.0,0.628,0.0,0.628,0.0,0.628,0.0,0.628
1778594382.935219,1866946.626927,1866946.625346,0.441691,0x400,0.0,94.796,0,1.373,1,1.193,63.7,0.589,0.0,0.667,0.0,0.667,0.0,0.667,0.0,0.667
1778594382.935245,1866946.626954,1866946.625347,0.441717,0x403,0.0,94.822,0,1.399,1,1.219,63.7,0.615,0.0,0.693,0.0,0.693,0.0,0.693,0.0,0.693
1778594382.935272,1866946.626980,1866946.625348,0.441743,0x40C,0.0,94.848,0,1.425,1,1.245,63.7,0.641,0.0,0.719,0.0,0.719,0.0,0.719,0.0,0.719
1778594382.935297,1866946.627006,1866946.625349,0.441769,0x40F,0.0,94.874,0,1.451,1,1.271,63.7,0.667,0.0,0.745,0.0,0.745,0.0,0.745,0.0,0.745
1778594382.935324,1866946.627032,1866946.625350,0.441795,0x454,0.0,94.900,0,1.477,1,1.297,63.7,0.694,0.0,0.771,0.0,0.771,0.0,0.771,0.0,0.771
1778594382.935349,1866946.627057,1866946.625351,0.441821,0x465,0.0,94.926,0,1.503,1,1.323,63.7,0.719,0.0,0.797,0.0,0.797,0.0,0.797,0.0,0.797
1778594382.935386,1866946.627094,1866946.625354,0.441857,0x1A6,0.0,94.962,0,1.539,1,1.359,63.7,0.756,0.0,0.833,0.0,0.833,0.0,0.833,0.0,0.833
1778594382.935436,1866946.627144,1866946.625357,0.441907,0x1AB,0.0,95.012,0,1.589,1,1.409,63.7,0.805,0.0,0.883,0.0,0.883,0.0,0.883,0.0,0.883
1778594382.935530,1866946.627239,1866946.625363,0.442002,0x39,0.0,95.107,0,1.684,1,1.504,63.7,0.900,0.0,0.978,0.0,0.978,0.0,0.978,0.0,0.978
1778594383.126975,1866946.818683,1866946.818463,0.633446,0x91,0.0,286.551,0,193.128,1,192.948,63.7,192.345,0.0,192.422,0.0,192.422,0.0,192.422,0.0,192.422
1778594383.127063,1866946.818771,1866946.818478,0.633534,0x156,0.0,286.639,0,193.216,1,193.036,63.7,0.000,0.0,192.510,0.0,192.510,0.0,192.510,0.0,192.510
1778594383.127116,1866946.818824,1866946.818480,0.633587,0x1A6,0.0,286.692,0,193.269,1,193.089,63.7,0.053,0.0,192.563,0.0,192.563,0.0,192.563,0.0,192.563
1778594383.127143,1866946.818851,1866946.818482,0.633614,0x1AB,0.0,286.719,0,193.297,1,193.116,63.7,0.080,0.0,192.590,0.0,192.590,0.0,192.590,0.0,192.590
1778594383.127196,1866946.818904,1866946.818484,0.633667,0x294,0.0,286.772,0,193.350,1,193.169,63.7,0.133,0.0,192.643,0.0,192.643,0.0,192.643,0.0,192.643
1778594383.127222,1866946.818930,1866946.818485,0.633693,0x221,0.0,286.798,0,193.375,1,193.195,63.7,0.159,0.0,192.669,0.0,192.669,0.0,192.669,0.0,192.669
1778594383.127245,1866946.818953,1866946.818487,0.633717,0x295,0.0,286.822,0,193.399,1,193.219,63.7,0.183,0.0,192.693,0.0,192.693,0.0,192.693,0.0,192.693
1778594383.127272,1866946.818980,1866946.818488,0.633743,0x130,0.0,286.848,0,0.000,1,193.245,63.7,0.209,0.0,192.719,0.0,192.719,0.0,192.719,0.0,192.719
1778594383.127320,1866946.819029,1866946.818489,0.633792,0x158,0.0,286.897,0,0.049,1,193.294,63.7,0.258,0.0,192.768,0.0,192.768,0.0,192.768,0.0,192.768
1778594383.127375,1866946.819083,1866946.818491,0.633846,0x17C,0.0,286.951,0,0.103,1,0.000,63.7,0.312,0.0,192.822,0.0,192.822,0.0,192.822,0.0,192.822
1778594383.127445,1866946.819153,1866946.818493,0.633916,0x191,0.0,287.021,0,0.173,1,0.070,63.7,0.382,0.0,192.892,0.0,192.892,0.0,192.892,0.0,192.892
1778594383.127518,1866946.819226,1866946.818494,0.633990,0x45B,0.0,287.095,0,0.247,1,0.144,63.7,0.456,0.0,192.965,0.0,192.965,0.0,192.965,0.0,192.965
1778594383.127540,1866946.819248,1866946.818496,0.634011,0x1FB,0.0,287.116,0,0.268,1,0.165,63.7,0.478,0.0,192.987,0.0,192.987,0.0,192.987,0.0,192.987
1778594383.127577,1866946.819285,1866946.818500,0.634048,0x1A4,0.0,287.153,0,0.305,1,0.202,63.7,0.514,0.0,193.024,0.0,193.024,0.0,193.024,0.0,193.024
1778594383.127635,1866946.819343,1866946.818501,0.634106,0x1B0,0.0,287.211,0,0.363,1,0.261,63.7,0.573,0.0,193.082,0.0,193.082,0.0,193.082,0.0,193.082
1778594383.127685,1866946.819393,1866946.818503,0.634156,0x1D0,0.0,287.261,0,0.413,1,0.310,63.7,0.622,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594383.127741,1866946.819449,1866946.818506,0.634213,0x1EA,0.0,287.318,0,0.470,1,0.367,63.7,0.679,0.0,0.056,0.0,0.056,0.0,0.056,0.0,0.056
1778594383.127798,1866946.819506,1866946.818507,0.634270,0x1AC,0.0,287.375,0,0.527,1,0.424,63.7,0.736,0.0,0.113,0.0,0.113,0.0,0.113,0.0,0.113
1778594383.127824,1866946.819533,1866946.818508,0.634296,0x255,0.0,287.401,0,0.553,1,0.450,63.7,0.762,0.0,0.139,0.0,0.139,0.0,0.139,0.0,0.139
1778594383.127923,1866946.819631,1866946.818515,0.634394,0x1DC,0.0,287.499,0,0.651,1,0.548,63.7,0.860,0.0,0.238,0.0,0.238,0.0,0.238,0.0,0.238
1778594383.127947,1866946.819655,1866946.818516,0.634418,0x1ED,0.0,287.523,0,0.675,1,0.573,63.7,0.885,0.0,0.262,0.0,0.262,0.0,0.262,0.0,0.262
1778594383.128001,1866946.819709,1866946.818523,0.634473,0x372,0.0,287.578,0,0.730,1,0.627,63.7,0.939,0.0,0.316,0.0,0.316,0.0,0.316,0.0,0.316
1778594383.128026,1866946.819734,1866946.818526,0.634497,0x309,0.0,0.000,0,0.754,1,0.651,63.7,0.963,0.0,0.341,0.0,0.341,0.0,0.341,0.0,0.341
1778594383.128083,1866946.819791,1866946.818528,0.634554,0x374,0.0,0.057,0,0.811,1,0.708,63.7,1.020,0.0,0.398,0.0,0.398,0.0,0.398,0.0,0.398
1778594383.128144,1866946.819852,1866946.818529,0.634615,0x37B,0.0,0.118,0,0.872,1,0.769,63.7,1.081,0.0,0.459,0.0,0.459,0.0,0.459,0.0,0.459
1778594383.128193,1866946.819901,1866946.818531,0.634664,0x396,0.0,0.167,0,0.921,1,0.818,63.7,1.130,0.0,0.508,0.0,0.508,0.0,0.508,0.0,0.508
1778594383.128218,1866946.819926,1866946.818532,0.634690,0x510,0.0,0.193,0,0.947,1,0.844,63.7,1.156,0.0,0.533,0.0,0.533,0.0,0.533,0.0,0.533
1778594383.128278,1866946.819986,1866946.818539,0.634750,0x39,0.0,0.253,0,1.007,1,0.904,63.7,1.216,0.0,0.593,0.0,0.593,0.0,0.593,0.0,0.593
1778594383.128413,1866946.820122,1866946.818559,0.634885,0x320,0.0,0.388,0,1.142,1,1.039,63.7,1.351,0.0,0.729,0.0,0.729,0.0,0.729,0.0,0.729
1778594383.128440,1866946.820148,1866946.818560,0.634911,0x324,0.0,0.414,0,1.168,1,1.065,63.7,1.377,0.0,0.755,0.0,0.755,0.0,0.755,0.0,0.755
1778594383.128495,1866946.820203,1866946.818561,0.634967,0x328,0.0,0.470,0,1.224,1,1.121,63.7,1.433,0.0,0.810,0.0,0.810,0.0,0.810,0.0,0.810
1778594383.128520,1866946.820229,1866946.818563,0.634992,0x400,0.0,0.495,0,1.249,1,1.146,63.7,1.458,0.0,0.835,0.0,0.835,0.0,0.835,0.0,0.835
1778594383.128545,1866946.820253,1866946.818564,0.635016,0x403,0.0,0.519,0,1.273,1,1.170,63.7,1.482,0.0,0.859,0.0,0.859,0.0,0.859,0.0,0.859
1778594383.128580,1866946.820288,1866946.818565,0.635051,0x40C,0.0,0.554,0,1.308,1,1.205,63.7,1.517,0.0,0.895,0.0,0.895,0.0,0.895,0.0,0.895
1778594383.128605,1866946.820313,1866946.818567,0.635076,0x40F,0.0,0.579,0,1.333,1,1.230,63.7,1.542,0.0,0.920,0.0,0.920,0.0,0.920,0.0,0.920
1778594383.128630,1866946.820338,1866946.818568,0.635102,0x454,0.0,0.605,0,1.359,1,1.256,63.7,1.568,0.0,0.945,0.0,0.945,0.0,0.945,0.0,0.945
1778594383.128656,1866946.820364,1866946.818569,0.635127,0x465,0.0,0.630,0,1.384,1,1.281,63.7,1.593,0.0,0.971,0.0,0.971,0.0,0.971,0.0,0.971
1778594383.129067,1866946.820775,1866946.818628,0.635538,0x305,0.0,1.041,0,1.795,1,1.692,63.7,2.004,0.0,1.382,0.0,1.382,0.0,1.382,0.0,1.382
1778594383.314633,1866947.006342,1866947.006127,0.821105,0x406,0.0,186.608,0,187.362,1,187.259,63.7,187.571,0.0,186.949,0.0,186.949,0.0,186.949,0.0,186.949
1778594383.314692,1866947.006400,1866947.006139,0.821163,0x130,0.0,186.666,0,0.000,1,187.317,63.7,187.629,0.0,187.007,0.0,187.007,0.0,187.007,0.0,187.007
1778594383.314759,1866947.006467,1866947.006141,0.821230,0x158,0.0,186.733,0,0.067,1,187.384,63.7,187.696,0.0,187.074,0.0,187.074,0.0,187.074,0.0,187.074
1778594383.314817,1866947.006525,1866947.006143,0.821289,0x17C,0.0,186.792,0,0.125,1,0.000,63.7,187.755,0.0,187.132,0.0,187.132,0.0,187.132,0.0,187.132
1778594383.314905,1866947.006613,1866947.006144,0.821376,0x191,0.0,186.879,0,0.213,1,0.088,63.7,187.842,0.0,187.220,0.0,187.220,0.0,187.220,0.0,187.220
1778594383.314981,1866947.006689,1866947.006147,0.821452,0x1DC,0.0,186.955,0,0.289,1,0.164,63.7,187.919,0.0,187.296,0.0,187.296,0.0,187.296,0.0,187.296
1778594383.315006,1866947.006715,1866947.006148,0.821478,0x1ED,0.0,186.981,0,0.315,1,0.189,63.7,187.944,0.0,187.322,0.0,187.322,0.0,187.322,0.0,187.322
1778594383.315035,1866947.006744,1866947.006150,0.821507,0x91,0.0,187.010,0,0.344,1,0.218,63.7,187.973,0.0,187.351,0.0,187.351,0.0,187.351,0.0,187.351
1778594383.315078,1866947.006786,1866947.006152,0.821549,0x156,0.0,187.052,0,0.386,1,0.261,63.7,0.000,0.0,187.393,0.0,187.393,0.0,187.393,0.0,187.393
1778594383.315122,1866947.006830,1866947.006154,0.821593,0x1AB,0.0,187.096,0,0.430,1,0.305,63.7,0.044,0.0,187.437,0.0,187.437,0.0,187.437,0.0,187.437
1778594383.315173,1866947.006881,1866947.006155,0.821645,0x1A6,0.0,187.148,0,0.481,1,0.356,63.7,0.095,0.0,187.488,0.0,187.488,0.0,187.488,0.0,187.488
1778594383.315198,1866947.006906,1866947.006157,0.821669,0x221,0.0,187.172,0,0.506,1,0.381,63.7,0.120,0.0,187.513,0.0,187.513,0.0,187.513,0.0,187.513
1778594383.315224,1866947.006932,1866947.006158,0.821695,0x294,0.0,187.198,0,0.532,1,0.406,63.7,0.146,0.0,187.539,0.0,187.539,0.0,187.539,0.0,187.539
1778594383.315248,1866947.006956,1866947.006160,0.821719,0x295,0.0,187.222,0,0.556,1,0.431,63.7,0.170,0.0,187.563,0.0,187.563,0.0,187.563,0.0,187.563
1778594383.315305,1866947.007013,1866947.006167,0.821776,0x1FB,0.0,187.279,0,0.613,1,0.487,63.7,0.227,0.0,187.620,0.0,187.620,0.0,187.620,0.0,187.620
1778594383.315340,1866947.007048,1866947.006170,0.821811,0x1A4,0.0,187.314,0,0.648,1,0.523,63.7,0.262,0.0,187.655,0.0,187.655,0.0,187.655,0.0,187.655
1778594383.315404,1866947.007112,1866947.006172,0.821875,0x1B0,0.0,187.378,0,0.712,1,0.587,63.7,0.326,0.0,187.719,0.0,187.719,0.0,187.719,0.0,187.719
1778594383.315454,1866947.007163,1866947.006173,0.821926,0x1D0,0.0,187.429,0,0.763,1,0.637,63.7,0.377,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594383.315512,1866947.007220,1866947.006176,0.821984,0x1EA,0.0,187.487,0,0.820,1,0.695,63.7,0.435,0.0,0.058,0.0,0.058,0.0,0.058,0.0,0.058
1778594383.315558,1866947.007267,1866947.006178,0.822030,0x1AC,0.0,187.533,0,0.866,1,0.741,63.7,0.481,0.0,0.104,0.0,0.104,0.0,0.104,0.0,0.104
1778594383.315586,1866947.007294,1866947.006180,0.822057,0x255,0.0,187.560,0,0.894,1,0.768,63.7,0.508,0.0,0.131,0.0,0.131,0.0,0.131,0.0,0.131
1778594383.315722,1866947.007430,1866947.006194,0.822193,0x551,0.0,187.696,0,1.029,1,0.904,63.7,0.644,0.0,0.267,0.0,0.267,0.0,0.267,0.0,0.267
1778594383.315757,1866947.007465,1866947.006197,0.822228,0x309,0.0,0.000,0,1.065,1,0.940,63.7,0.679,0.0,0.302,0.0,0.302,0.0,0.302,0.0,0.302
1778594383.315819,1866947.007527,1866947.006199,0.822290,0x372,0.0,0.062,0,1.127,1,1.001,63.7,0.741,0.0,0.364,0.0,0.364,0.0,0.364,0.0,0.364
1778594383.315843,1866947.007551,1866947.006201,0.822314,0x374,0.0,0.086,0,1.151,1,1.026,63.7,0.765,0.0,0.389,0.0,0.389,0.0,0.389,0.0,0.389
1778594383.315902,1866947.007610,1866947.006202,0.822373,0x37B,0.0,0.145,0,1.210,1,1.084,63.7,0.824,0.0,0.447,0.0,0.447,0.0,0.447,0.0,0.447
1778594383.315951,1866947.007659,1866947.006203,0.822422,0x396,0.0,0.194,0,1.259,1,1.134,63.7,0.873,0.0,0.496,0.0,0.496,0.0,0.496,0.0,0.496
1778594383.315976,1866947.007684,1866947.006205,0.822447,0x428,0.0,0.219,0,1.284,1,1.159,63.7,0.898,0.0,0.521,0.0,0.521,0.0,0.521,0.0,0.521
1778594383.316034,1866947.007742,1866947.006211,0.822505,0x39,0.0,0.277,0,1.342,1,1.217,63.7,0.956,0.0,0.579,0.0,0.579,0.0,0.579,0.0,0.579
1778594383.316169,1866947.007877,1866947.006234,0.822640,0x320,0.0,0.412,0,1.477,1,1.352,63.7,1.091,0.0,0.714,0.0,0.714,0.0,0.714,0.0,0.714
1778594383.316194,1866947.007903,1866947.006235,0.822666,0x324,0.0,0.438,0,1.503,1,1.377,63.7,1.117,0.0,0.740,0.0,0.740,0.0,0.740,0.0,0.740
1778594383.316252,1866947.007961,1866947.006237,0.822724,0x328,0.0,0.496,0,1.561,1,1.435,63.7,1.175,0.0,0.798,0.0,0.798,0.0,0.798,0.0,0.798
1778594383.495439,1866947.187147,1866947.187045,1.001911,0x91,0.0,179.682,0,180.747,1,180.622,63.7,180.361,0.0,179.985,0.0,179.985,0.0,179.985,0.0,179.985
1778594383.497552,1866947.189260,1866947.187072,1.004023,0x156,0.0,181.795,0,182.860,1,182.735,63.7,0.000,0.0,182.098,0.0,182.098,0.0,182.098,0.0,182.098
1778594383.497645,1866947.189353,1866947.187074,1.004116,0x1AB,0.0,181.888,0,182.953,1,182.828,63.7,0.093,0.0,182.191,0.0,182.191,0.0,182.191,0.0,182.191
1778594383.497703,1866947.189412,1866947.187075,1.004175,0x1A6,0.0,181.946,0,183.011,1,182.886,63.7,0.151,0.0,182.249,0.0,182.249,0.0,182.249,0.0,182.249
1778594383.497732,1866947.189440,1866947.187076,1.004204,0x130,0.0,181.975,0,0.000,1,182.915,63.7,0.180,0.0,182.278,0.0,182.278,0.0,182.278,0.0,182.278
1778594383.497784,1866947.189492,1866947.187344,1.004255,0x158,0.0,182.027,0,0.052,1,182.967,63.7,0.232,0.0,182.329,0.0,182.329,0.0,182.329,0.0,182.329
1778594383.497837,1866947.189545,1866947.187349,1.004308,0x17C,0.0,182.080,0,0.104,1,0.000,63.7,0.285,0.0,182.382,0.0,182.382,0.0,182.382,0.0,182.382
1778594383.497906,1866947.189614,1866947.187351,1.004377,0x191,0.0,182.149,0,0.174,1,0.069,63.7,0.354,0.0,182.452,0.0,182.452,0.0,182.452,0.0,182.452
1778594383.497987,1866947.189695,1866947.187353,1.004458,0x39,0.0,182.230,0,0.254,1,0.150,63.7,0.435,0.0,182.532,0.0,182.532,0.0,182.532,0.0,182.532
1778594383.498011,1866947.189719,1866947.187355,1.004482,0x1FB,0.0,182.254,0,0.279,1,0.174,63.7,0.459,0.0,182.556,0.0,182.556,0.0,182.556,0.0,182.556
1778594383.498048,1866947.189756,1866947.187360,1.004519,0x1A4,0.0,182.291,0,0.315,1,0.211,63.7,0.495,0.0,182.593,0.0,182.593,0.0,182.593,0.0,182.593
1778594383.498107,1866947.189816,1866947.187362,1.004579,0x1B0,0.0,182.350,0,0.375,1,0.271,63.7,0.555,0.0,182.653,0.0,182.653,0.0,182.653,0.0,182.653
1778594383.498160,1866947.189868,1866947.187364,1.004631,0x1D0,0.0,182.403,0,0.427,1,0.323,63.7,0.608,0.0,0.000,0.0,0.000,0.0,0.000,0.0,0.000
1778594383.498218,1866947.189926,1866947.187368,1.004689,0x1EA,0.0,182.461,0,0.485,1,0.381,63.7,0.666,0.0,0.058,0.0,0.058,0.0,0.058,0.0,0.058
1778594383.498264,1866947.189972,1866947.187370,1.004735,0x1AC,0.0,182.507,0,0.532,1,0.427,63.7,0.712,0.0,0.104,0.0,0.104,0.0,0.104,0.0,0.104
1778594383.498325,1866947.190033,1866947.187381,1.004797,0x1DC,0.0,182.568,0,0.593,1,0.489,63.7,0.773,0.0,0.166,0.0,0.166,0.0,0.166,0.0,0.166
1778594383.498349,1866947.190057,1866947.187383,1.004820,0x1ED,0.0,182.592,0,0.617,1,0.512,63.7,0.797,0.0,0.189,0.0,0.189,0.0,0.189,0.0,0.189
1778594383.498373,1866947.190081,1866947.187386,1.004844,0x555,0.0,182.616,0,0.641,1,0.536,63.7,0.821,0.0,0.213,0.0,0.213,0.0,0.213,0.0,0.213
1778594383.498434,1866947.190142,1866947.187397,1.004906,0x221,0.0,182.677,0,0.702,1,0.598,63.7,0.882,0.0,0.275,0.0,0.275,0.0,0.275,0.0,0.275
1778594383.498459,1866947.190167,1866947.187399,1.004931,0x294,0.0,182.702,0,0.727,1,0.623,63.7,0.907,0.0,0.299,0.0,0.299,0.0,0.299,0.0,0.299
1778594383.498482,1866947.190191,1866947.187401,1.004954,0x295,0.0,182.726,0,0.750,1,0.646,63.7,0.930,0.0,0.323,0.0,0.323,0.0,0.323,0.0,0.323
1778594383.498604,1866947.190312,1866947.187442,1.005075,0x255,0.0,182.847,0,0.871,1,0.767,63.7,1.052,0.0,0.444,0.0,0.444,0.0,0.444,0.0,0.444
1778594383.498750,1866947.190458,1866947.187464,1.005221,0x309,0.0,0.000,0,1.018,1,0.913,63.7,1.198,0.0,0.590,0.0,0.590,0.0,0.590,0.0,0.590
